""	"CO01"	"CO02"	"CO03"	"CO04"	"CO05"	"CO06"	"CO07"	"CO08"	"CO09"	"CO10"	"CO11"	"CO12"	"CO13"	"CO14"	"CO15"	"CO16"	"CO17"	"CO18"	"CO19"	"CO20"	"CO21"	"CO22"	"CO23"	"CO24"	"CO25"	"CO26"	"CO27"	"CO28"	"CO29"	"CO30"	"CO31"	"CO32"	"CO33"	"CO34"	"CO35"	"CO36"	"CO37"	"CO38"	"CO39"	"CO40"	"CO41"	"CO42"	"CO43"	"CO44"	"CO45"	"CO46"	"CO47"	"CO48"	"CO49"	"CO50"	"CO51"	"CO52"	"CO53"	"CO54"	"CO55"	"CO56"	"CO57"	"CO58"	"CO59"	"CO60"	"CO61"	"CO62"	"GB06"	"GB07"	"GB08"	"GB09"	"GB10"	"GB11"	"GB12"	"GB13"	"GB14"	"GB15"	"GB16"	"GB17"	"GB18"	"GB19"	"GB20"	"GB21"	"GB22"	"GB23"	"GB24"	"GB25"	"GB26"	"GB27"	"GB28"	"GB29"	"GB30"	"GB31"	"GB32"	"GB33"	"GB34"	"GB35"	"GB36"	"GA05"	"GA06"	"GA08"	"GA09"	"GA10"	"GA11"	"GA12"	"GA13"	"GA14"	"GA15"	"GA16"	"GA17"	"GA18"	"GA19"	"GA20"	"GA21"	"GA22"	"GA23"	"GA24"	"GA25"	"GA26"	"GA27"	"GA28"	"GA29"	"GA30"	"GA31"	"GA32"	"GA33"	"GA34"	"GA35"	"GA36"	"GA37"	"GA38"	"GA39"	"GA40"	"GA41"	"GA42"	"GA43"	"GA44"	"GA45"	"GA46"	"GA47"	"GA48"	"GA49"	"GA50"	"GA51"	"GA52"	"GA53"	"GA54"	"GA55"	"GA56"	"GA57"	"GA58"	"GA59"	"GA60"	"GA61"	"GA62"	"GA63"	"GA64"
"GB11"	40.2766488202393	49.7105174653934	50.5517832165357	50.3853209976727	50.440216826272	42.3755257624876	41.6590443212931	47.217983018101	47.9834406935408	38.8665212674458	58.4821326699755	39.7774704795507	46.1718376093047	51.0898801628863	44.1989955719172	38.7278310987104	51.3334991230563	44.0259080779225	52.7523453286666	46.6939765764662	46.5406123889766	46.5984923624291	46.7500174992035	49.6934027796073	51.6566698416353	44.3169805809858	42.9425244138175	36.2550202365098	38.2513593199011	46.6790319276442	45.09512879992	46.3018128128606	51.375098329338	65.3899928936033	46.9552589980256	52.7711990832609	49.2646795104629	37.4211168288798	57.2039198221033	46.372189117478	49.0093253149247	37.9919626500776	49.4657453580359	53.2707943150053	53.9569681100352	53.2709043681155	67.9152451438873	57.3991629555655	50.4349775378696	51.2290736311827	48.364227183481	55.4530688140323	40.0213442831461	60.8619310114938	51.5512391214044	45.6036441167362	44.4943548470212	46.6967585978073	48.101313810715	47.6041758889257	52.3677630406047	51.4406459277125	47.2583707000219	47.0875373117198	47.9025980328697	55.0237223671676	55.1178875184966	0	29.8006147092518	55.5389122455945	53.1116448847574	46.6759309830377	45.2146845317244	47.3325454614871	41.5407298930386	38.1428879420324	50.3820755666158	38.1805448230288	36.2481900005094	46.7001796310056	44.418930088971	49.0603683592364	52.6456810988015	51.549356244102	50.0912207558785	49.6326481746867	45.849672245347	58.9922618723186	46.7510573931635	41.3514403545849	73.3253389443223	41.6704888475672	48.6288613145615	46.2354065022681	68.0029916873864	48.2468154756676	45.2170101611793	49.050613064768	49.2281542130119	52.5248587408289	62.2275237521274	56.7935787009791	54.5280816901307	51.9745897858024	46.3009947332604	53.1753224055534	56.5854872595289	45.2630294323993	46.1666147608621	53.0302651704642	50.3764588805675	40.383344875264	48.7381632188742	45.9204328673477	39.8952534290478	44.9090021893562	45.2876100827869	41.5428362019299	42.6081225728014	53.3274102896071	67.8625843082385	44.4101650506842	58.3284093467338	43.9521908329273	49.1306253650645	56.8081634033166	57.3296604704511	53.3843110292361	49.5024507633122	51.0151957857781	56.4524180807085	49.795241839265	49.8326807240624	52.4465118804143	55.7355736940874	47.076658168273	48.7244892567212	51.4129626285876	49.4027016484187	58.5419268629702	54.7227212067496	55.5761221983622	53.7524097313892	55.7265446706305	42.2165998820241	53.8638945638206	50.8576861713847	46.4094893563757	43.2158213846363	43.2346220267781	46.8380389990944	56.1579784787055
"GB12"	48.1202128049044	51.9168717816876	52.787076677303	52.7221430816203	52.6505166166649	47.4316024191534	44.0210693824298	50.990528902888	48.8209797771997	43.6440954024804	51.5673932831833	42.8704798585886	51.1622443792999	54.3150108468379	49.5557546203035	42.4541638245379	49.7353584825407	48.6622803791529	50.6326435322168	48.5995158011259	49.0557859655183	46.494536338349	50.1033454449933	51.0636828880437	52.2410379879043	48.526590585263	40.4743748673733	41.1937035818565	43.3394581731629	50.579243420794	47.5077477316225	51.1721221404407	53.437264681614	59.3697871545349	51.5341182093128	54.1463000790174	53.0929413183073	40.4633630418423	60.9696133989593	50.0744297914425	54.6730771547371	44.0950776539105	51.7613189056129	53.686646060695	53.8819646938872	52.4948006234609	61.757391875158	61.0818480127631	48.5755065511761	48.0097721435684	48.8262543619152	57.2118203015209	45.0871377823457	60.1920243369267	46.9577385026885	47.9955156379826	46.4091193801124	48.4976067969474	51.7261768895525	49.7211331040029	50.7244524414386	50.9526130655278	49.081637639545	47.0412714946215	51.5120064158785	59.5958117052353	58.6628718672374	29.8006147092518	0	54.1118342508579	51.1375279145149	53.1420940292603	53.1668988654244	51.6222717061487	45.1707442606768	42.1398277102781	53.7198143253022	42.7061798392122	40.4248962324254	50.3650626518884	47.2362193857606	50.9120345974785	53.4024394346044	47.2184768684265	56.8241121510798	54.9671752796345	44.8625925082735	59.2279086647886	50.584289156812	43.5995119413755	67.2258005411725	41.9222737317136	49.4893993661116	48.9205416550472	66.9921382177279	48.1449613975991	47.1866450855564	48.3939954747547	52.2630666602769	54.1106696216467	56.4743370442038	54.9799812374685	55.1816972429372	53.1684870545052	46.6056301892246	52.0780833452919	52.811802003887	49.4784192319686	49.2925844336912	55.768989350683	52.4534374506155	43.0527879042927	53.6073200275582	50.2321647978122	44.389553411227	42.7460571342437	47.6010708865126	45.3199043395029	48.1224736689408	57.771331643835	60.4264293874863	48.8495748745453	55.6877372692721	44.9131710199354	49.9403940639014	51.9632735606499	52.5379147226905	55.11001890473	56.3772909419856	49.9044018018977	54.5999804073077	54.9018889306031	53.0025797304391	52.7613406218137	56.3303075514196	49.7380287898986	45.4566496655785	50.0828352732275	53.2708993085145	56.8788938132563	52.7913532959939	55.8226368657496	55.7552776726082	59.4347125802843	45.3094455731361	54.5116330157502	50.9810510791279	46.5351216828079	46.2683020061194	42.8240749048834	46.8536101168285	54.7921044814635
"GB13"	59.9463969114727	41.0155523727816	48.9500907355644	55.1862719489891	56.9234299585287	55.7604165247522	48.8874584593531	46.196810828521	46.2403644182553	54.8810278561496	49.3048775290149	45.4143302217451	52.2191148507858	53.5165155402889	51.6528101615286	45.94689369628	50.6903562786213	46.2379105510826	47.3562211827024	47.6273180639497	48.7660632475747	44.0907511402837	50.6632817076207	52.5866264487829	55.3965199299327	58.1302122133006	44.4236269443585	48.082569236025	49.8856522957575	44.8221596659005	41.5871286826687	50.4434972103168	49.2952652414154	51.0100813424671	50.4610160124879	44.1695901432879	47.5237074598829	47.4720291290878	60.6308241786099	55.4046403347571	66.6137345781346	58.8855270189313	52.1588690969545	52.804836562317	54.4404083807656	46.415333422243	50.727868453167	52.3623244491181	42.2302520482749	43.5373699613728	46.3679701013488	53.6117888319685	46.4902432422867	48.3798055374561	40.1120835315046	47.3032067387486	52.336936890385	42.5492652221406	51.7158287324393	52.5015985571226	44.4429721016008	51.4105731651052	46.9270159131692	53.3994634566071	43.6852130549924	55.098529772169	54.3595334097716	55.5389122455945	54.1118342508579	0	25.0129563982444	48.5123515993628	51.3930250366341	59.4017064074852	59.1909098316829	49.8957168275653	61.1190217097256	56.1756560174969	53.9392021750113	65.1546905560576	59.8418602412009	51.592466136588	45.6865595883253	47.265389363114	51.7448431183173	46.36999720277	43.8821371186439	47.1483521702388	52.7752626054802	47.3158106439792	59.3932706572926	49.4938832786069	49.1733490789066	42.356374134107	52.1774468879462	43.6391469088807	43.5399917091631	52.0345650027315	56.6909388159676	47.0557365748647	45.8877924597338	45.3051704198528	51.042053538144	47.8430724867559	50.2101512937577	50.648135311204	44.1865842239459	48.4329687776454	49.1780996436705	57.1298495299541	48.5731404193662	45.1419086682184	49.5834793178091	47.1543589489306	57.2682015313079	46.223500081092	60.1691634771453	54.0217199456808	54.5881524706644	61.4806445741166	51.3098499693169	56.6942677253167	44.8648503168053	49.8653866253038	59.3117894540174	44.6926330159397	44.2865981198116	54.37120151769	64.2046867387939	47.2105527883805	52.1211599326556	57.9510588973449	53.4434697177664	52.7586814488794	52.5439476950203	56.1657629234718	49.9584416959649	42.5731007866443	56.1010189451818	54.8000352307079	57.2329278189561	45.6666622650738	46.2682843722663	62.9898725799125	47.321946005644	56.1648468228924	45.5561858085427	43.0327814597519	44.1239123290047	42.7660549313166	51.7902855175807	45.3791980432334
"GB14"	55.5475400409963	41.3164684316474	45.8555602046224	51.8519443540794	53.1966680742013	50.9407504914305	43.7233628067024	44.5432439712562	43.7578504191847	49.9647968323282	47.9878435375011	42.5168929005208	50.0472232538699	52.687756845772	49.1611904496974	42.6136040839815	49.3459354898527	44.1388802146272	45.6058074583172	45.0954566876904	46.964415985633	41.4488307626508	47.320767878145	48.8924510811012	53.789151736815	55.871171079158	41.3628902098695	45.0672814208636	46.4121444011506	42.6877345645529	41.9610306737024	48.6998587176688	47.744304377706	48.2738280917434	48.3812011737845	43.5443084683345	44.2208718051739	42.5549340513957	58.308228222924	52.4213640666914	62.3098206745579	54.6807401192133	48.5377281412535	51.6731944782804	49.9037088144554	43.0111054825976	49.88912178349	52.5830890723213	40.9894299080891	39.9080820629594	44.6717551895854	51.1536488043526	45.7166622665297	50.0769755704911	40.5116980327399	43.5488813757331	49.2167283620219	40.7952279931273	50.8479923811962	50.2565489081992	43.8614391881333	48.0444332303815	42.230327309856	49.5827469729451	45.1285899120243	54.109033416975	52.438766925354	53.1116448847574	51.1375279145149	25.0129563982444	0	49.3819527144018	53.0628443000123	56.8819724177151	55.1281683962367	46.7872487088392	58.3675528702786	52.5723123176145	50.6027240089962	62.0806742011219	57.2489172141757	49.3479045070725	45.6994091602586	44.5422849082869	51.721220663258	44.7433923121222	42.8776491439996	49.6135211158482	51.1163553753506	46.0882983308358	58.1718177254182	48.9758113712007	46.317293379924	43.7795869563461	51.9675678297445	41.9598833513161	42.2133627122372	51.0387663142604	56.0300215010638	44.9885548372533	43.8735627759168	45.0310517019192	52.0643089317097	49.056930695999	47.5126958310951	50.4099846838345	43.2988889711047	46.4212175468276	47.6871511920469	55.8313908669538	47.4985356416317	42.1652621942838	48.0995935375303	46.9437009274224	53.2914407691484	42.9081508943491	55.271019388994	49.4575877963396	52.0766322446798	59.2239927698921	49.4247631504513	53.735659001354	45.33796505022	47.7480982452681	56.1822302119289	43.8188570528734	43.7760759036953	53.1196761084758	62.4272787181703	44.5850559017192	50.9961617700663	57.5952966196574	51.12679783417	48.8385108582784	50.2316545005683	54.3438005827124	46.7432849145854	40.3442240269326	54.5307281212923	54.5069054956647	54.7658147274911	46.0176967720438	45.2213934044937	61.5843893849495	44.5531356925778	54.1850231419863	41.5695515357562	41.9864616043004	43.0181532436449	39.9392651659299	49.7342716975951	47.6512708141813
"GB15"	50.6893228553322	47.1579713979683	56.8190254528122	57.4536846422534	54.5263433850053	44.5992520102722	47.207092638612	52.4117131080988	53.1125866170039	53.9859477416876	67.0397906858676	46.7408138090316	49.7548325636472	56.3150498089247	47.1073417568952	49.855555421414	58.7471847124395	48.3444108676966	58.5779312868461	51.1533232287371	47.4956761582926	53.1274698856504	50.1776071879559	54.4449477138649	58.2021736395202	45.3794685964972	48.9199485752433	46.179254316462	43.0847663437594	43.0973067692211	41.9249647052476	43.9285369077517	55.9577588392944	71.7305994998964	46.519484881348	58.5590154801989	52.4374439234128	45.5976685477383	52.6910934836292	50.7033251235033	51.1840915521516	43.8670836126089	45.8782561349178	58.7786327888105	54.5024319228293	60.9576813471897	72.880685286183	55.2521812780951	52.9701067700159	52.8978561728827	56.5166503787957	54.5687182400643	46.7350504656009	60.0882772265348	56.8996905975978	50.4148504415228	53.2368406700592	50.2981105123369	47.1496406299351	52.9775970828004	59.3838243921825	52.8757449067976	51.7551356874983	50.4681461603961	44.4860643112192	48.5708246321742	52.0271578002611	46.6759309830377	53.1420940292603	48.5123515993628	49.3819527144018	0	37.2736632344255	46.4806510718687	46.7077695948848	40.0124669098812	46.4346916594891	44.3240703451246	44.0121407024921	50.9564172864626	48.2074236303888	50.316986606542	51.4937739160336	54.9728783963893	44.4973186975005	43.1251435854832	51.1274346553678	48.7329264315044	49.5953558434201	48.5199219614947	74.3400926253471	49.5508083538338	56.1131381584992	53.0650836867334	70.7328738564617	49.0489731065734	46.6181816462384	53.2496298840811	54.446851368352	57.4181990529726	59.1817896160828	52.9531984197047	58.5902053232067	56.995736772037	55.325800991405	57.4015887499959	58.1235813579361	46.6327643953891	46.4678833429318	58.0218610378036	51.231866728779	44.3198978951112	44.5906988861345	45.397309623143	47.4379863683547	51.6062502938134	52.6060610509891	47.9125711007653	42.8475152594712	49.4256738995199	70.3457694804538	50.4419519178374	61.4739247047046	51.4066758239196	54.6880471859569	61.7110419261249	61.0811297046308	53.6721123927368	49.573606006692	57.903928093469	60.7858407751868	44.9273747266235	46.9341637036207	55.8829086369529	56.8963221644439	44.5994904982982	55.3972947297709	50.4497690713522	49.5979530880799	65.9499260691623	62.9518260155854	54.1853811623215	53.6535393049239	48.3572141575857	48.6472409007547	58.6974650337967	56.3548484403106	52.1416940136732	46.2717089378146	49.1706194851357	57.1526324502325	59.530219274843
"GB16"	47.9186948576844	46.9990495650804	54.5632870159699	54.61345560427	55.0917991874788	42.805846432576	45.066347262523	50.693995744565	49.6847626512495	48.7821367429767	64.174974101124	42.8028644693285	48.9610450173153	56.3186630359379	43.4096464797443	46.1234799117646	58.229419209363	48.1760582865345	57.2420749780504	48.3121366989815	48.047015842033	50.5800439955875	45.9736237193834	49.6077593240484	55.0791217913178	44.5311073663071	49.6888223439452	41.9189623072132	44.8975432166269	46.825508535955	42.2453894716248	44.3156111489156	50.4325999428504	68.7046362991819	43.2896046509016	55.8917688859926	48.7692204773931	43.9796634275561	54.4646675906742	49.740920497539	51.3505641719432	43.9562338122824	48.4243845536065	56.1963044275443	56.0440700964553	57.4946505555491	70.1366639281553	56.5307604288885	51.4929005452048	52.4500365526347	51.9865601839835	57.340242783957	41.5882586523306	59.9941935139515	54.9540732209523	46.1365320155267	51.553356379624	47.9959586970504	48.1580489614233	50.5108647978222	55.779745517762	54.9010757296215	49.6510494950985	51.1936680771723	42.3979799585198	51.98910755999	51.9110692892296	45.2146845317244	53.1668988654244	51.3930250366341	53.0628443000123	37.2736632344255	0	37.5721895592838	47.2022540244621	39.4571804017098	50.0275004644632	44.1964511970436	41.6974378189444	51.5827588703839	49.7216871853296	52.1816534634806	52.5514288628049	56.9192103276526	44.0781139564581	46.2111432459836	47.1578070349413	52.9607202950546	48.1410213518474	48.3748094897064	77.1090609292131	47.597874697919	55.6888839434275	49.2872180820697	68.0185394934189	48.6230649618254	47.9514795143555	53.2800484505531	53.2197595225634	55.9268448886606	60.9859906196599	54.6431290215316	57.7810651181582	55.9192902378469	52.7162529298851	56.4316603380215	54.6654487917154	42.8749950892974	45.2509972681599	56.5498409971562	50.271368288073	44.0156068311724	43.3725708318535	46.1939544371416	47.8676175048849	50.4324661402161	51.0250362623265	45.6179134416424	44.4678781713658	48.1539099061348	70.9629612944903	48.5813543248487	59.6538503683738	45.3738129891407	51.5998689657327	58.6327731937656	57.9336673631753	56.001235676365	50.2487393540981	53.758926944438	57.7191440553003	48.091882157647	47.0162866280221	57.1739388151692	57.2795680907564	45.8586418010487	52.8158153765321	49.1476809463513	48.4455721022452	61.094671517402	61.7226802273776	52.7182435092241	52.8436765176951	49.9468822484447	49.0872064545227	58.4816677236062	53.8313014086021	52.3958638859898	42.4374135515132	48.6698690415925	53.6010226273882	58.217963502165
"GB17"	47.9474018989401	50.3422407412038	57.0627424338702	46.1213566341164	46.777429129565	42.1540087309701	46.3418384687934	48.621043016327	51.4774522833797	50.2499441284536	65.7269136626315	45.6927750467091	46.9374214312831	55.5666919334114	45.3847224092067	45.495737233688	56.9077621721289	47.3720492800436	57.2252273375639	49.9464762250275	48.1312919343747	50.4561418864285	50.145708432845	53.4474943832209	48.7762060055452	32.2515023769631	49.7104693889587	43.3128351151923	42.374669993326	46.6815381525738	47.5578237069557	45.1743736127405	52.7238055916692	70.4468515719346	45.8894369144608	57.0563167444834	49.7553487980836	44.4652902560829	58.8380958645451	51.3299839697685	46.1148261661568	43.5835146914108	49.0205319122986	50.4627944557629	46.3241522938703	56.560235520711	72.297290602297	58.4191534039216	49.1710159976743	53.9750781413661	51.4305892595087	49.0616714711422	44.504458413537	61.2191823495035	56.692093882807	46.5633791254022	44.0190419040863	52.7244567829444	51.0842385950037	47.3736436370746	56.8197886299668	47.2347122871357	51.7041266204534	39.7720450339103	48.7402734960409	45.7448439044334	41.0269464374761	47.3325454614871	51.6222717061487	59.4017064074852	56.8819724177151	46.4806510718687	37.5721895592838	0	38.0529153943103	44.6712694882807	53.1057025787414	43.9794691146393	42.2445501676662	51.9035026320589	49.7430386369517	53.8200315364433	55.3481897388142	59.6989213904809	48.8283932474472	50.2382170644841	46.2924344836539	57.7241148503851	48.2675183102852	47.6679785396343	79.1116471338617	39.7495837733346	54.7054727899407	53.2838068698301	70.9081162985508	49.9873995514036	49.7576215999881	43.2528481284803	45.0138354150012	57.385672060247	63.7964649667075	58.4442869117983	59.3558929572278	58.8619871217647	46.8339043318105	50.7392957397767	58.1751947081355	46.0925775132663	43.8247930440292	48.7643537291137	47.0160928655754	46.2393077362194	44.1211284506577	44.2554150562909	37.7473069334739	50.5436391416275	40.9970562106593	44.4301018684064	49.4710695008744	43.7906363135267	72.6085887798997	39.2380989442528	61.6718313898712	46.6042021575228	41.7292943966536	61.8281805385977	60.5929382190198	47.2170466582459	43.7969313469101	55.3836351260307	50.2154217941338	43.2175677709952	38.3787342733421	47.5327350490427	50.4243506844938	41.2461233585333	44.7079366390958	53.3586649679503	40.1956537527929	54.8152366197246	52.5671698216052	57.2645023590895	56.6865337384573	45.884135019075	46.1098384145916	48.3069852782547	56.1976992836865	53.1303273619612	50.2055960251794	50.9137427870532	45.9898157537133	58.9962339622435
"GB18"	48.1708635158807	53.2473118400508	55.8445719676969	48.9090968882866	46.5338034753828	38.3179383907389	44.9853386323782	52.6808813879402	55.1604390474306	49.3719485093886	65.4549916951044	41.9482057681004	47.4474557648052	58.3120815483318	47.0273769342129	45.5086807249781	56.6249737235793	49.6885056098417	58.1249206251687	51.6633569260342	49.6569028359272	51.8323866424174	52.1309526711849	55.2308753970465	50.8022122613812	35.7812184120196	47.257764471823	41.9312890047114	42.6625998677388	49.5459262347478	47.4259542977108	51.1633098719677	57.7535663974507	70.2592384222257	49.8848712179996	56.5398999298478	52.1032723823393	45.1126742859342	59.5678070966703	50.307493901982	43.9409637350524	39.3825027021254	46.3540117613019	52.7099503916459	48.3010873283763	57.3618997011018	73.4625869547695	60.8448932650976	49.3855018342768	51.6670058194817	53.4473268871338	47.9930718439945	47.7621593803538	62.3537924471935	57.3618988151844	48.6273762704823	43.837776658907	49.598243803795	51.8100829431165	47.8560972981115	58.3765967035685	44.6205070911999	52.7345614305109	40.3076889341006	52.1233469666241	49.4460231574206	49.5784204867635	41.5407298930386	45.1707442606768	59.1909098316829	55.1281683962367	46.7077695948848	47.2022540244621	38.0529153943103	0	34.789597577174	52.8927462822198	42.1694368457757	43.0868480003064	50.4495288696395	49.6075908669588	53.9069684326086	55.9473765412107	54.7386167874954	50.5528807197774	48.5049191112945	51.6210831399621	59.2409709732673	51.4363698332754	47.3466739799542	77.6358833322096	41.5771871950866	55.3814760324384	53.5726893652281	72.2879489027807	54.1333444379632	50.5558507433906	46.0614826105062	48.149337970352	59.1398741922375	64.2665963748461	57.9272768727347	62.6436713222983	61.2256061295657	43.6292153408378	47.7612578162815	59.8940896748851	50.145857311183	49.0958662580517	50.3272020593798	42.9319994649678	44.5597879629376	49.6487969942573	48.2396086633008	33.7462817632418	49.9434136508648	38.3475190717276	42.9286947528015	43.6332254229746	45.4387452803025	71.6917627194856	40.8134700943577	63.09885839611	49.5380000110545	44.4888356790984	63.7717981922255	63.0369124462053	49.9825669013269	43.3259915729009	56.6027227557032	55.1002559352156	44.7933985082795	42.9404916030176	47.8784146198004	50.3138602311916	36.0089434160345	41.581435074268	51.6940357627044	41.826159368296	58.864863759033	55.3562448567007	62.0526238015653	60.3710451668184	42.9761293404678	46.7952596871757	51.9573907919101	57.7505077845807	52.7168104511368	49.1185927616348	44.8355229787663	43.545893634106	59.4808894656509
"GB19"	46.6816598987643	46.4161053810775	52.0237440991475	52.7720948367768	51.3398779970714	36.7512058350501	40.8579154333193	49.7555835911666	47.4695954615759	43.5234519844058	58.5822520600273	39.3723785363648	46.9922085071472	53.185082932077	43.310635241192	43.7750946655983	51.6568452455856	44.1979163504119	55.8599595744815	46.8392688960096	45.5736551962445	48.6751143164311	44.5596283723189	47.8786454280294	55.4296594138801	41.3341800760809	43.0445654190267	38.8960322731607	39.0942598228744	43.0837285513866	39.9664620571446	45.2011206496062	52.11368260108	63.8719537569181	43.5172384330726	53.1063102347059	46.323657502014	39.1313958551399	52.0079481737258	45.9860373937182	49.7244959840773	38.1640749641357	42.6883604781342	54.8061046548815	51.5825677424078	53.8782726844799	66.4217671720307	55.0506193304991	48.4425314143763	46.5276625020044	50.2366006854232	50.8137115251302	41.8665690701401	56.461421067301	49.7321849397959	43.4655948659721	48.1986172674395	44.2773790626401	45.7453400612973	45.4781817257084	52.1695737346167	47.5731411436064	48.6765245525525	43.4189930606082	44.6139086291992	51.1126899898379	52.7398169606898	38.1428879420324	42.1398277102781	49.8957168275653	46.7872487088392	40.0124669098812	39.4571804017098	44.6712694882807	34.789597577174	0	47.4142955518327	36.6246206109133	36.6448948625276	46.511301183006	42.6754570334971	47.1429303238796	50.0030212031539	48.9281768520198	42.6823060809759	42.2238469048828	45.0215016685041	53.739300339031	45.9119876757717	41.7195178173613	69.9384146242392	43.3698116215556	51.6331314835725	47.6734496213807	65.4376981125765	44.0457061717636	41.8619757403979	49.5132538546224	51.4691151660603	52.6262893483737	57.3313264092974	52.4311139138854	55.4046157146894	53.2886656204069	48.1676018200013	52.0803313788947	52.4325300361059	42.1061319839418	42.0510990956398	54.4570854426957	48.9727469233031	35.573336906164	44.5177486598847	44.6516970764977	39.9089672878311	44.7398063185273	43.8956764074228	37.2370532489164	39.0189339376231	46.4272985979815	64.7986919627913	46.5631369698581	56.8558755798304	45.5654483075789	47.5062382637726	56.1961707771027	55.5364409185968	53.8572448562215	48.3737080306209	50.2997782521942	56.6725608256528	50.369744073701	46.5226021484066	53.7123140252319	54.6546287899509	44.7702498669201	47.6785254727225	45.744802328713	47.3510436815293	59.45226042324	54.5581295947584	51.6917431158548	50.3649157229023	47.9700227010098	44.4993800009562	55.0415285410628	51.6596010952242	45.4750181859776	42.0671912327218	41.115991298171	49.3632870384329	55.6241769128269
"GB20"	51.6566988687188	55.0371052691731	58.7034585459704	64.3084039903913	60.0034426502115	48.1656447076564	47.4032049202101	57.9844257594437	56.792776008322	54.1137619821573	70.208224686597	51.3470672431452	52.8806622212108	60.0793118386916	51.2545055285474	53.6876455062658	62.4074202091318	50.9268641244025	64.5596126064329	53.4268661365021	56.1784948689059	57.0067192190617	51.8718394515305	54.3929291118827	60.9800000996771	50.9394007073649	52.7011953758482	49.8727394892611	47.4769039252568	48.892085980659	52.3326486174082	46.6125753572269	59.6983588789458	73.2896357968967	47.6881331817771	61.0850403188353	53.8043916840479	48.4091574944629	53.4766745841423	56.9888867828295	57.1607864987615	48.1534934350072	50.4286130025543	64.904310407156	61.2005238714516	64.8934637911653	74.2595702619912	59.4836175013692	57.1181404131281	58.0417928773356	59.2526647895673	63.2423655549475	50.7360412719734	66.9637943453886	61.2557666699429	52.7980589016313	56.6990841970704	55.6306250638969	51.2297910732926	56.3803038336892	61.9507584421445	61.6654424301425	54.0051128771681	56.5525781416446	50.1511816659511	59.4731274065781	57.5496459802586	50.3820755666158	53.7198143253022	61.1190217097256	58.3675528702786	46.4346916594891	50.0275004644632	53.1057025787414	52.8927462822198	47.4142955518327	0	45.3386597147946	45.380044332635	45.0938117704518	45.3936354255969	48.3416492012975	49.5516546042823	58.3272981351392	48.6030559897445	48.7561605486166	53.7384486445425	55.2633542292357	49.203300496993	46.2003512495166	76.6874371351675	54.6014284344081	61.2534850816989	55.5392995604831	74.3867459197039	51.7771340811835	49.4016235377277	59.8126180371743	60.7657279907041	60.5425319232335	61.0636952178937	53.3651372321339	63.5749394286764	62.323897848438	62.9976408862238	66.5379367314944	59.8182384808423	51.5282427576193	49.9605394051661	63.5905967399061	60.1130564182979	48.9234630114192	51.3820472411172	52.0650525797852	54.0226230180981	51.0780597957009	53.5052554558353	47.3852886216265	47.919002731252	57.0746947528003	72.2710562391187	57.2019105459684	64.9373814894201	54.2942712063156	58.386425169709	64.7184327684048	62.7922986684175	58.6820275302604	56.7314223056941	61.0503189222565	65.4792429039196	57.5863666349526	53.9887764207232	59.8115125136246	58.9531378166328	54.3349616130149	60.3702883808229	58.6776283711293	57.4646278285866	70.8780956681475	67.9045334454988	56.557856021232	56.3403241583976	54.5417878333057	55.7381307721416	65.9864358680651	60.1085290331845	56.8005618914335	54.8644289045143	53.3439896591425	61.9826531444122	64.9044064129416
