""	"CO01"	"CO02"	"CO03"	"CO04"	"CO05"	"CO06"	"CO07"	"CO08"	"CO09"	"CO10"	"CO11"	"CO12"	"CO13"	"CO14"	"CO15"	"CO16"	"CO17"	"CO18"	"CO19"	"CO20"	"CO21"	"CO22"	"CO23"	"CO24"	"CO25"	"CO26"	"CO27"	"CO28"	"CO29"	"CO30"	"CO31"	"CO32"	"CO33"	"CO34"	"CO35"	"CO36"	"CO37"	"CO38"	"CO39"	"CO40"	"CO41"	"CO42"	"CO43"	"CO44"	"CO45"	"CO46"	"CO47"	"CO48"	"CO49"	"CO50"	"CO51"	"CO52"	"CO53"	"CO54"	"CO55"	"CO56"	"CO57"	"CO58"	"CO59"	"CO60"	"CO61"	"CO62"	"GB06"	"GB07"	"GB08"	"GB09"	"GB10"	"GB11"	"GB12"	"GB13"	"GB14"	"GB15"	"GB16"	"GB17"	"GB18"	"GB19"	"GB20"	"GB21"	"GB22"	"GB23"	"GB24"	"GB25"	"GB26"	"GB27"	"GB28"	"GB29"	"GB30"	"GB31"	"GB32"	"GB33"	"GB34"	"GB35"	"GB36"	"GA05"	"GA06"	"GA08"	"GA09"	"GA10"	"GA11"	"GA12"	"GA13"	"GA14"	"GA15"	"GA16"	"GA17"	"GA18"	"GA19"	"GA20"	"GA21"	"GA22"	"GA23"	"GA24"	"GA25"	"GA26"	"GA27"	"GA28"	"GA29"	"GA30"	"GA31"	"GA32"	"GA33"	"GA34"	"GA35"	"GA36"	"GA37"	"GA38"	"GA39"	"GA40"	"GA41"	"GA42"	"GA43"	"GA44"	"GA45"	"GA46"	"GA47"	"GA48"	"GA49"	"GA50"	"GA51"	"GA52"	"GA53"	"GA54"	"GA55"	"GA56"	"GA57"	"GA58"	"GA59"	"GA60"	"GA61"	"GA62"	"GA63"	"GA64"
"CO38"	41.256439288339	39.1799317306704	37.1313327583047	43.5251001753884	46.6430032114804	40.7261467654671	29.9037245162589	37.6646926752916	32.8928531734358	32.3421731658881	47.8705362994339	32.1100167272589	40.8481959129962	44.7552089636528	37.5222950468565	29.3505161769334	47.7933374487857	38.091343192594	42.082855458129	35.8188096559488	38.129929160286	31.3559035392127	39.0748119650975	41.135066086898	43.6953992594332	43.7489919055105	34.0614694796982	32.3302264519465	33.9464188131246	36.613858433994	34.2129679034929	40.3659321973792	37.7758549977886	55.2125680276207	38.5134094239186	43.7384963525695	42.1722392707666	0	53.5135732961938	44.1573754048175	52.080232425182	38.3740297721461	44.8924909338126	45.9570397548479	42.4319147628331	43.038843242713	57.9625237393989	44.6867816046475	38.272804756595	39.1266483857101	37.5769969556594	47.3536733331205	32.5747269988473	50.585366066662	39.3423497385375	35.0290291923398	39.1586490688433	37.2446803352306	40.1850165647519	42.4036892329247	42.2747023739067	45.0459000100329	33.665274989751	39.6848016540173	37.8938476438545	50.7404251401437	49.7423047612857	37.4211168288798	40.4633630418423	47.4720291290878	42.5549340513957	45.5976685477383	43.9796634275561	44.4652902560829	45.1126742859342	39.1313958551399	48.4091574944629	40.6142056499574	39.8840828807198	48.7655505773018	44.7631753611976	43.1272715583925	41.0912266816047	45.3185513652902	45.7483119889844	45.6067121226742	32.7648141514745	52.080091195548	45.1116396544958	40.2949827912982	65.3506645163349	39.1493707002353	41.958992915703	38.4753289317396	57.9314866057609	36.3274734472364	36.0619607965919	43.1844470848022	45.4466718166911	40.3964845848972	49.1059183385205	46.7021900493336	48.8789792546846	48.0023449276389	42.616809443549	45.7107229211164	44.0558848385034	38.6700488738489	39.9534623427605	50.3372567851141	44.1198716205893	30.6631774598287	42.6613007684006	41.6234797491757	40.8352543318284	38.4325344249397	44.8428301817189	38.6930016085474	43.7134758943812	48.6698279987138	58.8412000761954	41.6870113689403	48.2222435071263	36.0820657516224	43.1067564794832	46.7303643510857	44.2398013720628	47.3896033643064	51.1764851298087	42.0751751438297	44.250854338128	46.994684405459	43.0568199056262	45.5060212418118	46.5848106164198	47.4626165382189	40.3480863018833	41.7131240035259	45.5321069299329	49.9782822628763	49.381015185184	43.3875351132613	43.646493094912	54.1074055007529	35.9964985178271	47.6825282716019	38.3807236991159	38.4279468330248	35.2542349505191	37.6167046234695	40.3068701136219	46.1978554035155
"CO39"	57.8577024410385	56.5466511355254	66.2788241795554	68.1465685663086	68.8513492831277	55.8080815781005	52.8508844954717	62.968310063889	61.1218181720376	57.3272927258326	73.3071965405589	51.8150310833232	58.2923110402403	68.6269875503752	57.6862435644638	58.1819891189442	68.1184117329344	54.3335356945268	67.3194450408165	59.9408097286559	56.563633075835	62.4751207299573	59.8234213603053	62.8797388131305	70.7977389115749	60.5973404214307	59.1234075300173	55.4399278545168	54.2867310863663	58.4292573356806	54.3802715404821	54.1287516393938	63.5628138458148	78.3539869202583	50.5446155194031	58.92544049905	53.9465066777006	53.5135732961938	0	59.1540334822401	62.4425561782572	56.0109215596631	44.4292238407861	73.760033253923	68.7393853868238	67.5671922677745	79.446685554668	61.1643709758366	58.5463953321352	62.182844618569	62.1971163903038	66.7898303845318	54.8124752893876	66.9669369527034	66.0003964889338	53.4930475296246	63.96759984727	58.0067574925393	61.9803934102536	65.1134381331419	67.1757098694724	60.8298528571569	60.6504976411804	61.1689878831527	58.009039248062	65.0770146555291	63.9096070440023	57.2039198221033	60.9696133989593	60.6308241786099	58.308228222924	52.6910934836292	54.4646675906742	58.8380958645451	59.5678070966703	52.0079481737258	53.4766745841423	54.8781740669372	53.6081154133295	54.9684468298557	52.8082668915717	57.3184159585192	59.2227018814112	62.4361490139605	59.2360647081375	58.503275824903	58.0061565144329	54.2478008905123	55.622259116891	54.2891524096965	80.3273012242454	63.3809740043151	66.8426216498995	55.7978862658766	73.8489247775004	60.1703189225437	59.2155616515568	67.0670554313202	69.7764922350561	62.0225839487435	65.6633760017581	58.4388345312371	68.9773697701945	68.283110939174	65.7434553169918	64.61751969169	66.2215987378738	56.0859798426885	55.1547660813934	69.3151434803899	61.6741137418864	51.8392789934716	56.9079291586283	58.1954087687532	57.4783285578267	62.0997299359259	63.2298313464566	55.3862107508401	48.279868060237	67.5187960426484	77.1220421548753	64.1149324880588	68.4725807235891	61.4027255224963	66.9274365988579	68.4365421656257	68.850395488509	68.7138517985341	58.4911253936714	68.4190617392001	73.0795921861384	61.3362422975796	64.4775997798246	64.0483972816987	65.4999360937705	56.4867311937189	63.3233062408227	62.3429742424122	56.0859778249407	77.4212568948613	74.7160380305004	62.4083007830208	60.6930496637804	59.1621102170597	59.0515506925259	70.5605228455758	66.1136405834559	58.0451294188417	53.6796015373155	58.1455895242536	64.6135512091622	69.6624072302065
"CO40"	41.0344780047731	41.5442561137985	49.2568378158448	51.8635996721588	51.3231516654533	42.5646419489659	42.161437984984	45.4358239231941	48.0333265230931	45.9931370885578	60.3719149577839	39.2268411490308	45.3639924541322	49.6315306514621	41.9294030648792	41.5395904004255	50.7968679596791	41.8462750615625	51.2646995508376	43.9326888968448	37.227811069812	42.985813982703	45.1478346185691	48.5684022522456	50.9839013879706	50.7869407901044	41.0347433745213	45.0817397584503	40.5586724813447	43.356159744675	41.7937539048233	44.098973119336	46.0561215446232	65.0453696387939	48.6527582164285	51.7813296737078	48.2277153305352	44.1573754048175	59.1540334822401	0	55.3257775426004	42.8923603870164	45.0166362150569	50.7913651593894	49.8003278863956	52.4998727041761	67.5881991196289	47.9405997977988	48.6655661209865	47.0504990024036	49.0120919814613	47.8792499664948	43.9241931519226	60.4079574979766	53.5222762462236	43.1664642733094	49.7112670506323	46.431819007505	44.8958070042709	46.8193415409878	53.4005328430888	48.0001842619932	44.8940780394122	45.9183739618585	48.3731551362073	53.1000480507165	50.5174078273915	46.372189117478	50.0744297914425	55.4046403347571	52.4213640666914	50.7033251235033	49.740920497539	51.3299839697685	50.307493901982	45.9860373937182	56.9888867828295	48.1555674622502	47.0255510538325	55.6258858617215	51.2679931938092	49.56713395708	51.2494479121055	57.7809673710123	50.5927399222966	50.7686635100605	44.9870882904406	58.1001300142435	53.734506420669	51.8789569562542	78.2470773910414	50.8952843548044	49.6470716080385	52.0787195864647	63.3066193212279	48.4224121686844	47.5195314759666	51.0896635449694	52.5176976559174	47.7445564208597	59.8774278903096	55.060925969552	54.1357213602536	51.8612115021922	47.907918060652	49.9076193041474	53.9301946903867	47.2665898431163	47.8904817727404	54.6877748200899	49.9920236667161	44.3755407247462	45.8035590520766	46.4482561952555	44.7594589861285	50.4022832290377	49.0459544441921	43.8891902851476	41.5977464966918	51.5091467795279	71.2644216914408	45.8033689395895	58.0506839795281	45.1091069174761	47.7270001707843	56.8498159642758	57.037746629421	54.0284889210813	50.1912846323682	51.1664054467554	55.4370001010488	43.7412629974547	46.9366013701969	50.2784516094804	52.5318047807049	48.2026783014288	51.0168553822638	47.5564321088175	47.1850719443387	58.0985826031974	51.5674171888129	50.395900297775	50.1307729181517	51.7702915827419	45.4337376422614	53.7217367026462	49.6930635456925	47.9671407175754	34.0524777356555	46.9554221402373	52.5727648456814	57.3940408564401
"CO41"	48.1101467412279	60.3714319242381	62.594840352606	58.4521171550163	56.0940005618804	46.5353487609845	50.2701197508727	57.2691786202471	59.632112220776	53.8198643725052	73.4369541242571	52.3720727165132	49.8479778314977	62.1706173581932	53.1025368141545	52.4626758741517	62.4410763879884	57.1729913536088	66.0323169307012	57.0867675699408	53.9850673112331	56.934022930729	54.3876438283844	56.7569585823831	58.0392281289164	44.356629003776	56.0648226017258	51.0642477099341	49.3550893506541	55.0639500579537	54.6685791462576	53.3505915880393	62.7816035178806	78.537647075726	53.4980087476605	67.7758371402128	55.9721407372772	52.080232425182	62.4425561782572	55.3257775426004	0	45.561708675126	53.44640999013	59.1380291826957	55.1558580334759	67.3871155724819	80.3667881180767	66.8169536596568	60.8000224709903	61.7282896740621	62.8704694138288	57.9799547873028	51.5061656686274	71.7118229853493	66.2951744474014	56.626977631013	49.6775736122702	54.4952275950655	54.9440759800151	58.9242277052182	66.4653890413036	50.8839701031643	56.8164909039917	50.4285122790123	57.3750001107521	51.2309958501377	54.4670806145545	49.0093253149247	54.6730771547371	66.6137345781346	62.3098206745579	51.1840915521516	51.3505641719432	46.1148261661568	43.9409637350524	49.7244959840773	57.1607864987615	47.2576244312221	48.2590062522716	50.3238495051664	50.2888910013176	56.6616071670655	61.4076267466493	61.2182648472852	58.669886347888	59.1536486299116	58.227216291986	68.6124153938994	51.9478626451816	54.3923685529302	85.7271705786161	49.0549870787438	58.4358537522789	58.9055097528807	81.0231014062565	62.9743179188429	60.4180980750847	55.7458706752422	55.4320734107191	66.5444308586194	73.1668056104906	66.2661038432321	69.0339053783295	66.6358992823431	55.1305494202877	60.0579873709662	67.6677580700889	57.7305108528768	58.2367160656518	59.8974774992923	53.0427511776799	53.4968487779217	55.6014856335349	56.5639913169046	44.5064131465189	57.3717902244175	49.8946773977165	52.692111582781	48.2265019855125	47.76389766439	80.6929462168084	50.5262748320011	72.8041087916931	54.7725965059696	49.7937709259489	69.7568822076126	68.0247051258121	57.7173133060113	43.6088388982386	65.7659712798711	63.6855697041285	49.7395741771492	49.1714938532958	54.686361511973	59.056338619971	44.159162995595	54.3193770115932	59.3734468255335	51.2625679110144	65.154314233314	60.1727930572487	68.1153209585907	67.4028308530806	47.0338762211106	56.9150259347296	60.036124338655	66.0364423005462	61.2096312010464	57.5220882935016	56.8047084848935	51.7410780269888	68.6118235736309
"CO42"	37.3806577071212	48.6937835111099	53.2145624955314	50.3294529811839	49.8997562736023	38.871577519665	39.9756937116466	47.2306262140985	50.6650427022299	45.1143474070498	65.1707902731865	40.9160457612661	46.4835338207398	53.4335310884544	41.1150899576357	42.2776710493698	56.856142379228	44.433286503782	55.8899190753898	47.9149292242024	42.579208434413	47.9486130052805	46.2351419293055	48.2085503645058	51.3385841862806	39.5079257884122	45.8679678583532	41.8507401639743	36.0527179514078	43.8119722794421	43.7884129202384	43.8320225211917	52.3612445344523	71.1614189957447	44.6321852802299	57.463301848846	50.3289025344671	38.3740297721461	56.0109215596631	42.8923603870164	45.561708675126	0	47.7095989127414	52.7547727239085	47.6688515388907	57.0643850366416	73.0036758949711	52.7490030464141	51.9763623827058	49.7986234330055	53.1773616295639	48.8922225617507	44.0533656022398	65.1842014701345	56.5678926827281	45.3210271412747	46.8496856916875	47.3147385686579	42.8197922763095	48.8152734989965	58.0650711786223	49.2152705699362	47.110197098119	43.8342096299732	51.0523226407332	49.6814384676126	49.0682864775968	37.9919626500776	44.0950776539105	58.8855270189313	54.6807401192133	43.8670836126089	43.9562338122824	43.5835146914108	39.3825027021254	38.1640749641357	48.1534934350072	41.8561968467209	40.4050258692588	46.0614062915158	41.8572200514312	47.007652187637	51.5009219852793	56.7929080865317	47.1817135010364	48.6106724968995	49.4505072237192	58.1986341841533	47.1843492679271	46.1917340426568	80.1748246187827	45.3696039742288	54.0289685441963	52.3137986363325	73.3190240856774	50.9459352571392	47.5744978369921	49.0225360312113	49.6491947736791	55.0006401846472	63.3008004488695	57.6013464926553	60.794679064205	58.797713092413	48.9882476806574	52.057239779135	58.7232977532351	45.5103029579175	47.2619434949734	54.0419495881046	49.8189549868847	41.6750290725747	45.7992936030565	46.8153196333221	37.4759234661824	49.7778393757222	42.6858945694528	40.4699530795004	38.6852011448367	46.3614668689145	73.9782884739812	41.6279455441604	63.1641630639112	45.0380309555007	47.0950125217323	62.7262439014469	61.0507788498934	53.9992178280503	41.5449280720565	56.4416801361301	57.1594905319526	39.0987128304903	43.5766107170121	52.8700030483611	55.1497949094152	44.0502621350924	49.18916104139	52.2778220831567	45.4825350080564	62.67965342149	57.8301463459805	58.1661326326668	58.0933021797501	44.6698115100908	44.0428715211874	54.7846849943503	52.9900164271912	51.7916434088448	43.3698963662171	45.2651807242945	49.7729402682039	60.9477055959036
"CO43"	48.7962572093787	43.6960470206343	51.5097417486078	54.3448854193704	54.1739950094892	44.8985700580383	43.3265488125976	49.33084343254	50.5154430894056	49.8400357074772	61.6766215614782	41.3109775060348	45.695767710396	53.6285177677387	48.5861398920654	46.7877107184866	54.917080440032	43.587570849628	56.0458014558979	48.7075293272826	45.8377690056319	49.4915245109319	43.8461358009388	49.2459869072798	56.2592881370036	48.1881667538629	45.6455794590765	42.2150744178175	43.1537206080399	46.1585545051085	42.3854941039135	43.0388324549647	50.6950565527029	66.0476821770698	41.4089974754281	47.8596663550829	39.5375520488698	44.8924909338126	44.4292238407861	45.0166362150569	53.44640999013	47.7095989127414	0	58.8000712429527	53.6982693755725	55.6743401193222	68.2637002163558	50.2998347167385	45.0028052944779	47.3412987290416	49.4658918815715	52.9493573653631	44.872924270867	56.7714823377752	53.3995258808563	39.6589196511229	49.3560255107248	44.4264103500799	49.5835237658194	50.0265559249903	55.2081623772684	40.3687169109705	48.561307858497	44.1641970428358	47.2259120765861	52.651852138026	49.5287689287152	49.4657453580359	51.7613189056129	52.1588690969545	48.5377281412535	45.8782561349178	48.4243845536065	49.0205319122986	46.3540117613019	42.6883604781342	50.4286130025543	46.8311251177713	46.5103219559274	51.0092406556239	49.2257558600118	46.8722412840408	49.8855997469357	53.4964201346949	49.1992745564638	46.5793173388089	49.1800140372698	49.2580323378973	46.5625737583004	42.9233277732853	73.3503528344476	50.8643132158447	52.5827315362906	48.1426900124688	64.6415464518064	49.9340355556927	48.3561773082527	52.6905444583945	53.6346606150584	48.4511800262257	55.4764963084448	49.4127803876477	53.1220389908684	53.3132622235295	53.1649824820137	54.0342591678837	54.0146404578022	46.2914371039908	46.9106927892748	54.0950174206327	47.2130568863506	41.9302869412334	44.5049837149074	43.4594562781291	48.3551909746426	45.2032203744747	49.3792910584267	43.2157747861328	38.7963904062783	54.2264637893312	67.2808343121776	53.7748914465822	58.0178130281218	50.3104966907784	54.4250381441341	58.0695311139931	57.5292064384269	55.2530296979483	52.9318979929957	53.9153945417077	57.076233944308	51.1757627113766	50.856393650639	49.1959287425267	52.4993579155848	43.3534820885267	48.1817426329808	49.6495928850069	38.9412160405359	60.9933916462416	56.2361663633594	46.6893046414595	47.651504026511	48.6403626235499	47.0780369808084	56.1563397404664	53.1736216646045	46.4291676785152	45.2043474837785	46.3102280817779	53.1890928875363	57.6407600595292
"CO44"	53.54524802389	42.94699591381	38.8438832968113	32.762368849542	36.3049213258984	52.6407621309173	46.9374638856308	38.5703043886344	48.2427464903896	51.0103581233453	50.4835644127883	45.5136956233704	45.1175656148274	39.2454489607662	45.8787104549886	35.1343465877546	45.927890987162	44.3994256443439	43.7458557008336	41.7594773170918	45.7104021251848	36.1942398349591	43.5383543009303	45.1712045935848	32.6571953261464	49.5105107582566	40.7082821385047	45.5458742565724	42.6575400416141	45.6330016886	46.3262681931334	49.1029152911909	39.4711038435997	52.6849100147651	52.9310933649782	46.5208138024945	48.8053197484522	45.9570397548479	73.760033253923	50.7913651593894	59.1380291826957	52.7547727239085	58.8000712429527	0	36.8979725286559	36.0340247691419	54.2474847939087	52.5984878935669	43.9065639758946	43.7257000328627	39.1718807123461	39.773243473317	45.925933338769	55.0670684012161	47.2968515846058	43.7862194682388	36.835837186214	47.2960883941848	40.8226220086833	38.7961715079802	40.1408589383408	44.6476522166494	42.6070211762294	39.3809845540309	47.2084156310582	49.2447567057008	45.6189742620961	53.2707943150053	53.686646060695	52.804836562317	51.6731944782804	58.7786327888105	56.1963044275443	50.4627944557629	52.7099503916459	54.8061046548815	64.904310407156	56.5588133065919	55.2031402644394	65.391460326058	60.0875573323877	56.3193396329566	51.0108023373894	56.9214102056003	56.2343503496186	55.0583914688619	43.672532011166	61.9731846536995	57.5896660071315	57.0241206986983	73.5133884877701	43.6791163269127	42.6030635060891	51.4237676920211	55.1212351928635	45.4610836888316	48.8510021135458	37.0333114891383	35.4351154886831	43.3327374592526	57.3642338939849	56.1601011449286	47.2489089511458	45.2708381838633	37.1681266268865	45.2073226928798	48.0317260102146	46.5404001451323	47.2635812576359	38.9580771070569	38.642551236459	45.9628640937828	45.1416053056866	43.2790696434131	44.4247142546911	48.2065364878692	45.9188092186669	50.9428998481427	57.9430883567747	51.6474756550543	65.5694502385479	36.160247742924	50.5016684637951	41.102585795548	40.0014661143163	49.015760407027	47.7111389849421	37.2220911592186	58.7143321873594	38.1878873507405	33.5453714535031	47.556925033744	40.1671230202526	40.8772870168064	43.6498706459727	48.1342045975824	43.5381483965707	44.9515238474369	46.3254891351969	33.8643159727663	37.8487454867461	50.4954003008815	50.3767902002472	57.8359186572356	40.5269021355186	36.6615954785587	36.1270769682491	48.1396643976635	47.6667868118628	46.8553932169179	42.5116588201989	49.6074566760476
"CO45"	49.8386830586011	46.1156924716723	41.7611846173643	37.743527910866	37.2573114221099	47.7343020646543	43.75120486222	40.6735155424674	49.29081474907	52.518013521006	56.9702933425088	46.0995753464519	48.0128079873144	44.3872034664255	44.784822497499	41.6355473509802	50.9621786548561	46.1804929357255	48.9595700828993	46.569086133611	42.7186136178184	41.169904764119	48.0905191052622	48.497737948132	40.6949972870423	43.5520779097525	43.7537670110434	47.6510820290442	41.4051777313799	42.1777836749484	49.1530258333142	46.6389451578106	45.9542693821368	60.3526627574008	51.1819191379897	51.4530897998559	49.1521321939639	42.4319147628331	68.7393853868238	49.8003278863956	55.1558580334759	47.6688515388907	53.6982693755725	36.8979725286559	0	45.543292276877	60.6246551465713	52.1139061471342	45.432497438413	44.8370710070711	44.2682053461904	38.3496179499815	47.3047551483378	58.0849662703164	51.839448577641	45.102991128225	39.8722439209479	46.5505505455292	42.7396635176367	42.4476060391709	47.4553008652065	43.3309778682876	43.7238168761727	38.3990637826848	48.8069910485102	45.8938699296074	40.7594689683409	53.9569681100352	53.8819646938872	54.4404083807656	49.9037088144554	54.5024319228293	56.0440700964553	46.3241522938703	48.3010873283763	51.5825677424078	61.2005238714516	53.1036229140452	52.6635572829273	61.1061732065648	56.9031673350545	51.2544708008791	50.6461964101774	56.0279295444143	51.9437184652076	50.6667070795541	46.5267583152666	60.3317858091458	55.6522660898435	54.2216455882943	76.9651560454791	43.3378127211886	42.8998622285959	52.8921565204841	63.525885120893	46.6929650959088	48.4840254811435	38.0317965338865	40.6213598584305	47.8884258031619	56.2333657687806	54.0918151165313	51.7616650460093	50.9689417978805	41.0498563348515	46.4292239235084	53.9507742259801	49.0319564605449	47.7065941501475	42.5913339298747	42.1860877887184	41.5219851962509	45.1727899842353	43.3242488688119	41.2415818420009	45.4185843532223	43.7328921954679	46.111071885799	55.4172038560356	47.3438283368093	67.5869582379735	37.1540954178452	55.9615533258415	43.5281823592455	37.116656441085	55.2713730101394	50.0527692111696	41.2212593004431	53.2561209487477	46.4738762143911	38.9190481900977	43.6937697425755	37.0289300288289	39.4212053628432	43.5886586459183	47.949237786147	43.3901139097781	45.7419795275823	44.6906333600966	45.1833874627304	42.2285534677157	55.2168065010277	55.0392364651294	54.8261929836473	41.3784862910514	41.1619986960513	43.3940015675321	45.1715589151976	47.5074247767753	46.801169023075	43.5010172212153	55.8023525469214
"CO46"	56.7797972416429	39.8781520872502	35.681122643886	40.0335113483958	45.1848499208424	53.5584272535102	45.3365044051138	41.5418154776252	41.2085135759733	45.9571735630901	39.7969047334143	44.9970201459035	46.9208413700414	43.2366283549062	48.0006136966548	36.0310070399586	48.9024084163314	38.566776887063	43.7361475687456	38.5988853868904	45.4685209356727	33.1503146970467	43.5572067796491	44.9653095809026	42.4775834554559	56.5405644394346	38.6343106060931	45.558264899973	44.4423061006257	44.1873875246607	47.7508313906713	49.9073765327762	33.8949738841046	47.7007762453477	50.3859126869738	40.0361385313503	46.1644397902267	43.038843242713	67.5671922677745	52.4998727041761	67.3871155724819	57.0643850366416	55.6743401193222	36.0340247691419	45.543292276877	0	48.9611993171524	50.8842538869457	41.2421542806635	44.5960667131864	34.8215231576047	46.626062403668	43.5400007949238	49.1311461163408	41.60993677484	41.0517536176616	43.4767900400515	44.796047944075	46.1444854162133	42.1959880143917	35.904939192853	48.1963363688135	39.9909462571516	46.5891432325421	48.088532185165	55.2908975435495	51.0719696373047	53.2709043681155	52.4948006234609	46.415333422243	43.0111054825976	60.9576813471897	57.4946505555491	56.560235520711	57.3618997011018	53.8782726844799	64.8934637911653	56.8182197018638	55.1466344294121	66.5423518217141	62.0290634321587	53.5219007573997	48.2097443178267	54.4911781821813	55.594987774557	51.6550739300406	38.3838760339396	55.010626238734	56.1145216245111	52.2997883106835	66.9217048404657	48.0830433953654	41.1229689960214	47.0029367014373	48.0892033900816	42.7600829670307	45.0610494217002	44.1371311717049	45.3252715979084	38.5291185869561	51.3526640561505	51.4510055068932	44.331106038617	42.2712230978136	44.3590880354687	46.8870750361009	41.689174942648	47.0370305485182	47.2709318059553	46.7570735987035	44.004260591221	42.4507624826881	47.4860522133428	45.0320615378635	51.3760980050764	45.8818955241738	52.0204905718019	51.1089896513517	56.3559134708015	59.7026293085412	58.5550718730851	46.4400067782992	45.6203627868008	41.5121103394022	47.6006408318152	43.7282855461825	43.5806045742077	46.5771501161995	66.7443306125094	38.9452214156381	43.0336045154989	56.461837703689	49.185535105882	42.5799775002097	45.4835779955399	54.1964498130969	44.3276833214737	45.2961798921253	51.827938863255	38.9750113000523	44.8829872037068	45.2138107216538	44.2542251419273	63.7459181679362	41.4147596729387	43.4466911819767	34.3013957296292	42.7373361653196	44.064573592466	46.2275874047676	45.8574764207529	44.4975344233815
"CO47"	69.3913080471699	55.2326321585124	49.7967922257283	59.1498210670872	61.4649984072649	69.5280071164145	59.4082990140783	56.4961888704834	54.1579116242607	59.9156431746583	39.5206286754444	58.6305250457783	62.0776593053701	55.8599028472558	63.5934786210089	54.7032866100567	53.4010122269426	57.892142008948	44.22563221031	56.5318757730608	62.1101596139749	52.6671748051267	59.65903956813	57.2629757523431	57.7315254953499	71.1411384321566	52.0550010277448	59.062147915632	63.0442778841153	60.5611800496628	58.6325829678984	62.040655225541	53.304786029719	26.0086738664861	65.3934506473764	49.4383066275068	57.9865057280943	57.9625237393989	79.446685554668	67.5881991196289	80.3667881180767	73.0036758949711	68.2637002163558	54.2474847939087	60.6246551465713	48.9611993171524	0	63.7259483506357	52.9090554084655	50.1372794570496	47.7958924558026	63.8082451099628	60.1193185248655	54.5933363836664	41.7472677038366	59.1197495095167	59.5856700255675	56.271614147106	61.136849187271	59.6475449516557	43.1318673931705	64.7972178699898	52.7502754909264	63.6323279555348	57.0642568934569	72.9081273594418	69.4358630634497	67.9152451438873	61.757391875158	50.727868453167	49.88912178349	72.880685286183	70.1366639281553	72.297290602297	73.4625869547695	66.4217671720307	74.2595702619912	70.0026443935566	68.2170944791852	77.4814485947699	72.4218344425216	63.9104230959813	57.489484028425	53.3972278855089	68.9108840656064	65.6668319915697	51.3406311829447	62.7745204178044	70.0631491377467	63.8256915986423	51.0267984592179	62.5604457720766	53.369574200259	56.7337845922141	47.9206865717045	52.4234210603689	54.8089304647691	60.7957008150241	63.8055720988729	50.7705645735412	43.7445094021068	53.7105556590383	55.2835265030703	53.3699591762972	57.0198619953818	60.3564602575354	45.1294277180555	60.1392516055473	60.5681219837248	64.5176728944505	62.2243521220777	58.8561878235375	63.5053926064395	61.2549664070516	69.9165570785221	53.6333764029145	68.9338201031658	65.1602734162783	72.5196801267684	74.5891448417569	37.130537324734	63.7482341796661	45.3443826059987	55.6305938089598	63.6447564460738	40.3757234088363	39.3197763591152	62.7808106929027	80.4473182647604	45.5362652889677	51.8789897042891	73.2183937639628	65.2506264335596	58.5581045895291	60.0934104636402	72.5820120054119	58.4451216029389	48.4473594346542	69.8675463728184	53.982308190698	59.4826311670498	53.5710809178277	53.2012527879403	79.6778520908617	57.4471743624461	61.7734289868369	45.2325531079905	49.2487142371252	61.4233516587519	52.711736126049	59.8931927182243	48.6335383597398
