""	"CO01"	"CO02"	"CO03"	"CO04"	"CO05"	"CO06"	"CO07"	"CO08"	"CO09"	"CO10"	"CO11"	"CO12"	"CO13"	"CO14"	"CO15"	"CO16"	"CO17"	"CO18"	"CO19"	"CO20"	"CO21"	"CO22"	"CO23"	"CO24"	"CO25"	"CO26"	"CO27"	"CO28"	"CO29"	"CO30"	"CO31"	"CO32"	"CO33"	"CO34"	"CO35"	"CO36"	"CO37"	"CO38"	"CO39"	"CO40"	"CO41"	"CO42"	"CO43"	"CO44"	"CO45"	"CO46"	"CO47"	"CO48"	"CO49"	"CO50"	"CO51"	"CO52"	"CO53"	"CO54"	"CO55"	"CO56"	"CO57"	"CO58"	"CO59"	"CO60"	"CO61"	"CO62"	"GR01"	"GR02"	"GR03"	"GR04"	"GR05"	"GR06"	"GR07"	"GR08"	"GR09"	"GR10"	"GR11"	"GR12"	"GR13"	"GR14"	"GR15"	"GR16"	"GR17"	"GR18"	"GR19"	"GR20"	"GR21"	"GR22"	"GR23"	"GR24"	"GR25"	"GR26"	"GR27"	"GR28"	"GR29"	"GR30"	"GR31"	"GR32"	"GR33"	"GR34"	"GR35"	"GR36"	"GS01"	"GS02"	"GS03"	"GS04"	"GS05"	"GS06"	"GS07"	"GS08"	"GS09"	"GS10"	"GS11"	"GS12"	"GS13"	"GS14"	"GS15"	"GS16"	"GS17"	"GS18"	"GS19"	"GS20"	"GS21"	"GS22"	"GS23"	"GS24"	"GS25"	"GS26"	"GS27"	"GS28"	"GS29"	"GS30"	"GS31"	"GS32"	"GS33"	"GS34"	"GS35"	"GS36"	"GS37"	"GS38"	"GS39"	"GS40"	"GS41"	"GS42"	"GS43"	"GS44"	"GS45"	"GS46"	"GS47"	"GS48"	"GS49"	"GS50"	"GS51"	"GS52"	"GS53"	"GS54"	"GS55"	"GS56"	"GS57"	"GS58"	"GS59"	"GS60"	"GS61"	"GS62"	"GS63"	"GS64"
"CO30"	32.4047139610623	63.9195526203712	35.4491792954028	33.0600202991867	29.5626714034653	33.0760974227659	35.0249515447133	26.6534663103369	32.4994664359021	34.9640501220666	33.5930497033935	49.9039232178475	29.3497646537944	37.69365760632	28.1508136223695	51.4728555628717	30.1081491960399	41.5330913981156	27.4016452303834	27.6060046430371	47.4053465904038	28.4003710405354	56.2074353809428	56.222046232464	35.9858731097271	29.7152942606646	29.2975700415091	32.52808343166	29.5672203928429	0	29.1475592974698	47.0609180280095	34.658611446414	41.5996175054519	59.5447254409611	53.6319171199596	54.7148179931678	28.261584922752	42.2247572850488	30.3298925235706	43.9374460877812	35.0365394059051	44.8950438632974	32.0001719203112	30.7279477909782	29.5902756229979	44.6141224380365	40.8651641404308	37.1294100951254	39.4952402666547	44.3900271748494	32.1931661956527	30.7275938127737	34.3444480426143	31.7100079905536	50.1088911749711	30.8810264062175	37.6520611860098	28.406524393674	28.7758104204657	30.171084301279	47.4341904664153	42.2015971845303	45.8435909482239	36.4288091867083	60.737265337008	58.7542960123438	29.6279602352598	32.7372085435813	34.6887628226484	48.7975067155039	49.1177683473289	38.1912016775099	42.2033079812178	46.0834998272336	47.9372176087814	42.5743467980366	41.3992885547861	41.4469160152129	48.6021674149014	42.8644446974004	45.9664155683014	37.2619698943721	36.5210332522784	43.5554035755531	42.6025725859762	34.9953820664984	37.0601627584175	43.4033196705778	35.6185917632473	34.3967681081746	30.9645441544119	46.6520740853573	43.1682808506333	42.099530284695	62.7203715425263	35.3486961064762	30.0621913223175	30.2781854392151	33.6634473045319	34.3824569502676	30.0929758551331	40.057149544243	40.9455535183148	32.0441493096321	43.1190931690237	45.6080290668402	43.5250369508058	35.3200095314684	41.2865391435969	51.3743977353432	50.9358390171795	31.2705635253537	30.2510485222857	28.9014024310177	57.2982222983724	43.8549650520781	37.5728820612547	39.0858402529861	36.6415276199604	26.9814296477464	28.8681647927763	34.7679437270894	34.2596462965234	26.5210557467373	33.9615710969195	38.3541753552507	37.968052856596	70.6084599682275	29.1846897767581	56.0619939338167	30.8967759384521	43.8146544901783	26.8581417161188	26.3974544222882	34.6043869035262	35.463696990093	33.9545960068881	31.4677836561516	33.5503295242151	32.4504641733585	41.5343801107841	37.238960581121	35.7992420143209	36.1943116460285	31.5359644449947	45.2549146961961	36.0056914203945	41.4610174717048	42.8787074385285	53.3565444439325	52.7009561553216	53.0256387097155	50.0018203763946	32.512062122431	47.4949095483175	31.3116790817759	48.3652877900719	42.4802841488254	44.9122786827796	31.2929079276762	32.6508965286436
"CO31"	29.0873747880772	67.3110449168263	39.5155280793967	38.0102734349696	35.2859856394621	30.7041613086724	34.4279086808703	28.2788761845561	26.5161672056408	35.3281775778977	32.7825198310112	51.872690610938	26.1303671916873	43.1136031004654	21.8399269985942	54.9502486060968	31.2055755832441	45.2713068059299	30.0960703498196	27.3194391676608	50.182926273574	29.6415977146427	60.5776639312531	60.4078195955488	40.9769390264832	26.6724863798213	24.8997541554002	31.8518957410364	27.5852967476028	29.1475592974698	0	51.6875211314922	39.0134982244132	44.4110869963576	62.2814458431602	54.8661157197019	57.3922250330963	27.1138976852814	39.7820258128711	35.8323489940659	41.6077235736177	29.2374070982709	47.4349999898447	37.4400150318617	36.8532555181414	34.7467449325101	47.6242883517667	40.357801483776	41.9884494952642	41.1519388159403	46.6952948576473	33.7906726163533	33.8892965110374	30.3938281735168	31.748756911579	52.6055905382765	28.8437848872429	28.9611974589408	31.0547626430071	32.2788542171409	32.6806979638686	49.0098102228347	41.9169619537838	43.2849159203757	34.5507008109909	62.9677327252171	61.3896341439985	28.3704704642038	35.2410778416999	31.9782560645106	51.6924105136947	51.9619498326204	35.6379900590949	38.1224102160896	44.6245202363654	46.3884110544871	41.2720114091649	45.4955607891749	45.4231530001582	51.0529362731142	46.0311498213646	43.8105689681115	33.8540969465907	33.9872837481618	42.1779417474266	39.9859327097895	30.6305779782003	33.6929868948517	41.4366840878657	34.015966548795	32.8928085755732	31.1841536999975	42.7103144780467	45.0076073986868	43.3859159604576	55.9326381888825	33.2930196533058	28.9600689813724	31.5229241741936	38.7593805261872	32.363552651297	33.4857647555495	39.1411862518322	39.5464055816548	34.4002509541123	47.1718887233794	49.0029233272332	48.9359908924616	42.2083387873927	45.3280353075512	51.542734305051	52.1892505233477	38.128368374916	36.7373342537064	28.6409364681093	58.9795494542094	48.4326140210606	43.1643989730593	45.036211077896	43.1551857925586	27.1919928672759	26.7599842439923	40.9295752413569	40.7252270107773	26.3359062301018	36.1409506199216	40.4908588916928	39.4885379120748	70.9873289478922	30.6021604634304	51.8634101630344	34.5742641361574	45.2675035020466	30.5070494874958	29.5194865065522	36.1640765220654	36.5462696092668	36.8781493442794	28.9316673787778	37.5509837333128	37.4209993866712	43.3970924872239	42.0328047030239	40.7156525558987	41.4316203820385	32.4356521144124	47.3167952855416	29.9413967823653	43.5713724353645	48.7820763120715	58.1944582007721	56.8902716675716	56.4503258352292	50.5174511946547	29.1464497699447	53.348354638415	36.1909813129962	48.2780069090499	45.9005941019007	48.129683191903	26.7355420121395	26.7235270157398
"CO32"	54.8092650679626	53.0852905414952	40.3551189848997	45.825577692434	50.4052809274184	55.7227335651792	50.4951814375349	50.7634570840246	56.182743635175	56.3704911885728	54.5567891356306	50.2513147887756	51.6334992167412	45.3826113754513	52.3884577934533	42.1927116447628	53.3198220821213	43.2656167754673	45.7071815666191	50.6560461718029	41.0176090388993	45.435477908293	43.9598663109054	45.9631781950026	45.0854998122744	53.4829143773105	44.7508402700872	58.0004626677762	48.246492031075	47.0609180280095	51.6875211314922	0	43.0105715512768	49.700663519578	48.9834908792852	43.4531746620561	48.7885962621213	47.903762310365	56.0997466147928	43.0304609925208	51.4255944026657	58.9233563151548	45.2100476959444	44.3313990966706	39.0749382079747	43.6957761082828	51.1817370435717	45.902049369675	47.3914416904554	37.1889809022411	42.3102263949288	45.4818987996354	50.2555238381583	55.8696927138246	55.9297364211344	44.8629522925604	53.6137978591491	57.212724850699	49.6893058367098	49.0859595140492	51.9096383753885	43.826647644821	55.7065850689707	61.3951539370416	49.3710514469337	51.7357336010196	49.8078877571975	49.6143587947494	46.6613432542841	51.0031511517995	45.7725647372762	49.2934460854359	60.883907969284	63.5557507459172	56.8133094497029	57.7719840084979	57.9173005163236	42.9463987183098	43.3897929526288	45.7320655571442	42.8392970301071	54.7195868489215	60.8236869017621	60.0221637598324	62.343439550461	61.9973913973818	49.8425409442682	49.2307141813257	54.2113350161595	50.4824326499295	49.8297512366977	48.2957258307239	60.1806113911249	49.7540854593053	48.4420879128978	70.6785308899381	58.303533470605	51.7452924274047	43.9592948061035	42.8437408686132	48.9382840125584	47.9309393378747	50.165378381411	51.7534192004995	49.6705586769531	45.3503828587187	45.4863073975163	40.496289264033	43.3981240287377	40.9191168909675	55.0162692930461	52.6225800107786	44.9940874736839	45.7605733086837	47.0168142344247	49.7702926489298	44.8307368037496	41.3248594304956	43.2768230810523	47.9728845798679	47.130225718573	54.4123851948575	45.7167780778242	45.082378238034	50.561580621626	51.9205815533058	48.4422416927993	46.8907548498476	63.3729307822234	49.1753481909833	65.9046494394175	42.9944662906737	43.4582585356132	49.3810849943224	48.1218060498907	51.5401385084016	50.335243010687	50.2716035241685	47.4693657138177	45.472693377629	44.3395726003904	38.8047862436852	40.27814607405	40.9696138711219	41.7706783196025	46.179437197335	43.8851468120383	56.7240021395809	39.1275148912749	37.7285170663292	42.2224930002178	44.2393448281616	46.1031830247227	44.34843817044	55.6694441728649	45.7899199939492	46.3010288888556	45.1949616600855	45.6336685426231	42.3530477927979	56.8521877541639	50.6792949391313
"CO33"	39.8593821225454	58.7681155504453	29.47329850235	28.1149309686001	34.791014764295	43.237657445254	36.7837759324832	35.0460131463404	42.1915800794124	40.7222739120471	40.7489418384367	46.631609646586	34.4984512474973	32.3780604572561	37.7972005666728	43.1422533358381	39.929202271325	36.0770485421627	31.1230243718576	36.250311905719	44.2925406535072	31.5324172263346	49.263545352518	49.0475942315869	29.4566822144252	40.1900946921646	34.0638422665331	44.3757607854203	32.3808702326449	34.658611446414	39.0134982244132	43.0105715512768	0	35.3557913303494	55.3234358384801	44.7693779121033	49.9350599826683	34.7628910545355	46.1221698127174	32.824119220626	47.0211003837021	45.3766015493082	41.0266593074465	30.2431146503744	31.2074466367713	27.9212999186438	38.3276855782854	38.9377089886452	38.1926737546174	35.0102135230284	35.8641428681527	35.442200902962	37.0067109795216	43.4282338937305	41.100172251945	43.7381304408744	39.3610264433675	44.3728587796011	35.0903416017472	35.4414796121385	32.6918749045852	42.0054109473897	48.5534810911251	54.2756504461469	42.3192720121261	58.0964044388663	56.363018764476	34.4667239445944	37.3815378337738	43.8624683121584	47.2127786852112	48.4368940380706	46.9420138500348	50.0033545190176	53.5920282219597	54.7271489084287	54.3145556977978	39.7447076953481	40.6249209941886	48.5352813454217	42.6886282311112	52.7301829238424	48.8850936489482	48.5797564021476	53.5086374047817	54.3823813779446	41.7411092946339	43.1235272799899	46.9436705463423	45.0055105000301	43.7294987916656	38.7814987421445	55.8742226285969	45.8943773183984	44.9867941425713	67.5296325131792	43.1401374773395	34.6496804916059	35.6683836261559	37.9120102386467	41.2522957717061	35.6741381858327	41.4529290840845	42.425955686679	37.4672333324152	43.9683434177322	46.4108411399331	36.9576940356693	31.163569305774	31.6602089587871	54.2481296166028	53.2412277749843	31.8799870475321	32.020945701796	34.8250766197694	50.9746771054053	40.00447310692	34.8786665591386	37.2686542310484	35.116181956344	31.3526317921562	38.6577745503203	37.0552963600537	36.321148105092	32.9010755251149	40.3194966621389	39.9275603798068	38.6209349815653	67.0316432738962	38.87333787476	58.3904903120198	33.5834315664128	35.7885938657324	35.692914636522	34.85081942667	38.0136323015509	38.0091034805968	36.2811501673717	38.8973378296583	32.6110076287384	31.9135036251267	35.3987350687866	34.868215146362	32.5435475188977	34.3628499754719	33.2352059334835	41.2710278923819	45.5146611568776	37.8442964725121	34.8546767477403	44.9932095508226	48.2910648671057	49.8061428689177	47.1663388168289	39.3371508947104	38.4534915999657	28.296454813272	42.114816867671	39.6823882938829	44.8817101665522	41.2588280102313	40.1585308882712
"CO34"	45.0825333375545	63.9468060660507	39.3696208454017	37.5173875297018	40.5736564243032	48.8600182026785	44.0565449120599	39.8986416332996	47.177670105087	42.0387133544677	43.9301973745233	54.2427291339288	42.3449544119836	38.2778996650151	45.4586266397866	52.1096084811736	43.9167363310978	44.6203403114226	39.6819210220086	42.6379828841155	52.260909667106	39.2476961915948	55.3924706095518	54.8655563910984	37.503451320716	45.3876948306137	41.5243341422929	48.8525969580252	41.2679576766295	41.5996175054519	44.4110869963576	49.700663519578	35.3557913303494	0	61.1923090908878	50.8186273074053	55.285477682834	41.9745977462406	50.921512898715	41.5484008800812	54.1248492155724	51.9789014213389	46.8014328246061	36.8435733973609	38.0493066880498	36.4502137668642	16.8960238403525	46.0625046110992	42.2206146630023	44.2435150287508	41.4630764478779	43.6535474115326	42.7379129836679	43.0868709247039	42.6516299284409	51.9961057743096	42.576623955058	50.0393778963624	38.2115196497692	41.454257744058	39.3962168326585	49.0192561109043	53.5365320544921	56.4419665149398	50.3924534897537	64.4273348764405	62.9286588593403	38.598479607693	43.6171037179128	46.7733631348882	52.0152600587396	52.4042503968058	50.2097290198676	52.5244594617671	56.6359396814109	57.6438570883858	58.9981472041666	48.888853492521	49.7899677975868	55.0555773667027	49.9527092272192	54.8467086467695	51.8756658989967	51.1428494805568	53.1118016962659	53.5030713372954	44.6331624641981	45.1718500257431	49.0110325489543	51.8899973108984	51.041815536047	44.1755014550191	59.6780951557125	51.3904909277637	49.9722602167055	64.7287924157218	49.5907915168263	42.3261373769049	40.6890630050889	46.0378339765598	49.340184235128	42.8025405368058	44.2072655003188	42.3508843947953	44.26531741978	48.5610714192466	51.1173498262914	45.9212208026528	40.3652077999073	37.7455410534767	51.7700143213592	53.5527844574936	39.4844968088888	38.8629861344795	41.3775382504704	57.3023665631457	45.7145246208313	43.3592717698769	44.3741705375279	39.2090542122399	38.1919217936112	45.6411510002367	41.7929704479571	41.0866475715683	41.138730378047	43.7255025048145	48.3237699016235	47.4245118416149	71.5417569059075	44.4159367594097	51.6382994105811	40.969869552431	41.6945740319885	42.0853251169987	42.0699318125102	39.5531507829509	39.8519780497685	40.5614118701792	44.6637239183236	36.2828194788415	36.4967898447073	45.8743358812069	44.1395989847056	39.2235728596981	39.361682807991	41.3526974977357	46.7828474002267	48.7513015848224	46.0141708810606	43.1010291814376	53.2001294859691	53.0958428820507	53.2671385942877	53.1407304030774	44.6249342763364	43.7466399999831	35.9714381696514	46.3760526944205	47.6264536600157	50.0541251720237	45.8030493969226	42.2706208018468
"CO35"	63.4760697228682	54.7678403565223	56.476144319235	58.1348647271498	60.5755456495795	64.4179276910631	58.1842972667465	61.5679863937048	65.7348801426148	64.0224010379366	64.4533589293999	50.6303262947136	61.5841789541293	59.4858916842302	62.8183626468788	46.1473140040887	62.8370481778362	47.9249382941346	60.2143020122955	59.9624361403013	51.6230637387591	56.6844813299994	44.3696540819344	45.6064648966366	54.4693832314849	61.7991893939299	56.7958064810895	67.0833387161265	57.2969422585839	59.5447254409611	62.2814458431602	48.9834908792852	55.3234358384801	61.1923090908878	0	41.6082302479784	40.6260988442146	58.1205363435674	60.9614417447239	54.4479967364721	65.9737344036281	67.5899497758855	45.9735019604098	58.96896417966	56.2542322273913	57.1186490078621	62.9107790974492	57.4915501449539	53.0048656465499	51.2816622810622	48.0555411534754	61.4529369271404	59.298913401267	64.7778890906009	64.5382489317009	42.889138672997	63.5955062639237	67.3590039952709	60.8113883621841	58.2108654670384	62.3868959843628	48.8086747828707	69.6782875999981	71.3885058574996	63.6298693410677	57.2330130781106	55.6306885075277	59.3234296303273	59.5717381882818	63.2693491005312	53.3566230474674	53.5015773083118	67.3516352470653	69.6127735693849	70.3822408414339	71.2179488151384	68.8576250290583	49.4953535745284	53.2765856795376	58.2008138136821	52.7210215632799	63.2935954808268	69.3210687522478	68.7554582845342	69.1382703862799	70.1750652766936	60.3154573557861	61.2841271243845	59.8471672846749	64.7906009965651	64.0465619090391	59.0542694128942	71.3549111659603	56.5528219512882	56.6062483204375	79.9425218716756	66.9239854083302	62.985760129985	54.2035683845206	53.5526919251955	62.6903449617897	58.0623701780407	56.3562257823254	61.099329418072	59.3389799063988	56.0566115855418	54.8098183064407	54.5362238079245	57.4758590076776	51.3481808991515	65.9818058536364	64.7922741101502	57.3236446190757	57.2279055583452	56.4259365889237	52.6432026164605	49.8079605906102	49.1345881031507	48.3024491251388	57.0253156604994	59.5723814334052	63.7523466953941	53.8090968975493	53.5460827483851	60.3137447782419	61.1126118468021	55.8085002547593	55.5125557331653	56.7153409983743	60.203271330916	74.1994131483851	54.6297861311049	53.2092542361051	59.8029265105345	58.8411719411532	60.9814009983541	60.818623031572	58.6122972693469	56.9581335364825	56.7777581648742	56.8933696534693	52.7795381229164	52.6844511189453	54.8821418952129	55.7252569353438	56.9194283200575	49.8678443816931	68.1587282794027	46.0737406305791	51.6503759039134	51.6849257457602	49.5815394975165	50.616079416913	48.9635385836676	64.6841272561477	54.0424882147412	60.2264147774601	47.9490089003755	51.4965491444068	47.0886779425559	66.3688668339951	61.875032413659
"CO36"	57.7211085820579	52.9094631949333	47.5788579572829	49.5086782033029	52.8563794779711	58.7615316659607	51.0060809559935	54.1660950121401	58.9611659440985	57.6390504283954	57.358238522291	46.6052437305718	54.2749836146297	50.7513504354889	55.6196065300254	43.7556803266928	55.7141124898245	38.8086005412033	52.357179400792	53.1655504536282	45.6881894426862	48.361581373733	41.6463195468924	41.4125711447003	44.7229330502157	56.2487325932762	50.0396345536304	61.6850480654303	49.7137059623611	53.6319171199596	54.8661157197019	43.4531746620561	44.7693779121033	50.8186273074053	41.6082302479784	0	37.1142552669862	51.339245468778	56.6211522211139	47.3843407214453	61.39385692073	62.0084373241297	41.1487941910372	49.7422236163692	48.3887249289975	47.9674950767959	52.9996347627415	47.1389658223938	47.1072518008979	42.8482052095221	37.7817655229342	53.3731680073595	52.4679334262286	58.3986507214263	57.4133481027358	36.0632766184827	56.7685111930284	59.8021769195025	53.59086165218	51.3261321356363	54.0153813920193	42.9607895480802	63.0316045792327	66.4074553359221	57.5574845546701	57.5600695475649	55.4696878244133	52.1465300858857	53.8444632065059	58.1467590631325	48.2937401521003	47.6454607573313	62.818041889444	65.3543168431637	66.1394939010442	67.0505246763044	65.5554699739037	45.9836464216284	50.3118187919942	55.8937633177581	49.368121252358	59.2174048041513	64.3788432235083	63.8957104827142	64.9318424002519	65.9063260670533	54.4062572634205	55.3350079223522	55.0663965537433	59.1571614000133	58.3417721252882	53.0064526079678	66.7786240495108	52.7345956251864	53.2395257059302	76.429501885813	61.0786718580539	54.9055760958575	47.3533974995174	47.0051903717188	56.4981079519287	52.5995896505385	49.5459348503844	52.9375439325592	54.0332579560667	51.0660630027172	50.2469490088595	45.5839124252594	48.663286264201	41.7135747762853	59.0868738803857	58.1235058307489	50.0925093316709	50.0854378398448	48.8596727156027	48.9791821322493	44.0672806630706	41.768250729056	41.7658887351269	48.9503725910279	52.0029602633843	57.3598408298759	47.506153810863	46.8082540159022	52.8101099855083	54.9608780190766	50.5517986627595	50.3122190241524	58.449755714839	53.9783985910362	66.5679978404433	47.247781811796	46.342911544823	53.0253841948714	52.2539230156146	54.0548800465822	53.9449390499878	52.0041486864229	50.4244487593989	48.0764672268087	48.0910949970614	45.1128590335094	45.4965682916203	44.8371417142943	45.4544393023583	48.8544591659718	43.6917659718427	61.0487804648829	40.1986308880279	44.2433295730482	47.1587348489728	43.7146760976603	44.6065057498242	44.963841824972	57.5531752393552	44.8429169055092	50.3622337094407	39.914972374573	45.2401386023816	44.0011928964395	59.5092801480689	55.3669544905118
"CO37"	56.7751635257475	55.6422805719562	51.8660630648412	52.6486142712112	53.8368560426783	58.383236249709	51.02650851531	56.6947805261772	59.9224752125903	57.735404658161	58.3758975496562	47.7352256635533	55.723128214715	55.3688542818813	58.0339635695438	47.3208113628953	56.6472494125408	42.0706950057519	55.6982307999957	54.2219819190879	51.0616645423761	50.7206277785877	45.4454773556637	44.4672477617868	48.6784316697164	56.2980396197955	52.6491973352934	60.5531534412034	52.0401679782499	54.7148179931678	57.3922250330963	48.7885962621213	49.9350599826683	55.285477682834	40.6260988442146	37.1142552669862	0	51.96712071055	57.0044039798987	50.7229560036574	64.0112204831048	62.2597501205785	44.1188267380865	53.6212191147232	51.8285339114649	52.1241605551071	57.8868915471001	51.7105590203242	48.306606748137	47.1476295986579	43.3020754402488	57.7545746867937	51.5449280846468	60.4785727377289	59.4308361231513	36.7579117133195	57.0001707218361	62.5092799314529	55.3172014922917	53.194511582898	55.8700808439145	46.7165705808925	67.0223982739595	67.9712038553596	60.4731078627445	58.4108188970823	56.3573380388997	53.9844847106633	55.5544916996005	60.4810822834466	51.3070918219696	49.9524136594656	62.5175737964124	65.4631886006977	68.6625157991467	69.7212231781289	67.066745088454	47.194825504376	51.9322772859395	58.3367310585531	51.0365701394052	61.0526637021071	63.5932030484246	62.9974474712783	63.5704064414002	65.2415411465149	56.204267296076	58.7058760464093	56.4509896242458	61.8200618420458	61.1294771160038	55.9190311991286	69.9038893786081	52.0980304689396	54.1107465620526	79.7026614360437	61.6962316734658	58.1137250315147	50.0814014953572	48.2121789909857	59.2843545998396	53.7561507246021	51.1261601223372	57.4697115523614	54.5764889111103	50.8942838131642	50.7847599585144	49.4259739086625	50.9544782131549	47.597753718479	63.5005904795433	62.5122011070737	52.2538329232389	51.7655215009865	51.2789144128659	53.7395718871875	46.4091862375799	43.9228085743385	43.0069134526363	51.7103246442813	54.7555484088473	57.6925188771143	48.123227808246	48.045286301252	54.7386114631118	54.6001666277832	51.6695416604998	51.6970322907113	58.5443941442849	54.4637409079591	70.4051294132711	49.8725229412665	51.1818216200082	54.1844909104384	53.6037469888506	54.9053646990708	55.0094719338203	53.0115987800246	51.9220106553708	50.9776693061049	51.3384814927652	50.0977420804344	48.7955323878696	50.7109197111667	51.3868039425057	51.2270751052189	45.7697572384367	64.2747857803253	43.4721329347948	49.4481708063423	51.8727244680352	47.930450076166	48.579837393146	48.6864030243188	58.5026993751141	49.2503958986963	55.3428845297281	44.6226115748686	47.6367061048927	47.9833408594666	60.3874321128712	58.2630982166511
"CO38"	26.0256064365425	63.5791895927733	37.5916656440823	34.7721250057391	31.5327898042632	29.2451042056722	23.7171292047765	33.1594905869241	30.8014437935298	30.6254542622818	33.3246472521254	45.3026203176447	29.4539249132231	42.1537633280622	30.2813542337772	50.2950463126348	28.776108727675	37.4663362431566	32.3056423817794	26.5668501673547	47.9151859885237	29.7631123764064	56.189500515308	55.6615101642574	35.5130437196382	26.8158586109967	26.6220965449547	33.4010247691085	25.652598810202	28.261584922752	27.1138976852814	47.903762310365	34.7628910545355	41.9745977462406	58.1205363435674	51.339245468778	51.96712071055	0	34.7288509935597	33.8828020687735	45.8200632258384	33.6314090208313	41.4453329122989	37.2196847517359	33.7254094543885	34.0179248441786	46.1339989136727	37.4947980019356	37.0356454405082	37.9971745303679	41.3533560932226	37.4864993649618	25.7961685170064	33.8402783557866	32.4432465799531	47.5908305264485	28.0057152321142	37.8433222060027	33.5259906692623	30.1586397175035	31.9444013863938	44.4514347499175	46.5685636431789	46.1966407945384	40.9968119687706	59.7419028893805	58.0279540221139	27.8856470601555	34.755998157446	39.6863054230277	48.6008198371232	47.7199092978401	35.8103113226839	40.3525837328172	52.1854166752556	53.7496118029044	48.9650402854691	39.0283525089904	40.6707172103419	47.6478277474788	40.558556673314	43.7044650182108	36.0805512196326	36.1153530951516	41.4881479380275	43.1248324820022	31.7196696707224	36.4206298916621	39.9110708928892	40.5856127716649	39.5854950218219	32.7848163580628	50.8254564429484	39.6270036328335	40.0176307765537	63.5006321047196	34.9490625873482	33.5442369960178	31.7325513187612	33.3051825017927	39.0664913759904	30.4312636260531	34.8549143336295	42.3562782272181	30.6059091280373	41.7824174366717	43.8834154363273	41.8883539825791	34.5596884137296	40.9302472766596	50.5655060424969	50.8757120425882	35.0328660786114	33.3521509735985	27.4260392013912	55.4565427725739	41.9109857471752	36.933226211194	38.244367844307	38.7640623867976	31.2773311137227	30.3303259715663	34.3679872425674	34.5301918230613	25.5509703727744	31.313738638197	35.3292202487265	34.70012201881	67.1807780492823	29.0374987642263	54.7878407873738	31.9804326116284	41.7850101007962	26.6365843815541	25.7740728349814	33.010561178445	33.6666335805272	33.631805805189	27.7287153211209	34.3527984584078	34.6812644317623	40.7113596514066	37.6094270130384	35.6219564769327	36.7598939202993	30.9713800678506	41.5445592038816	40.2410943082074	39.3800820595274	43.2218904588215	52.8501274813351	52.7658076091014	52.6768337433226	48.3942071026435	33.2127365068395	48.916232932454	36.2474611674457	44.6002931498658	38.5131478327424	45.1121981007708	29.8546227544467	34.2692043817443
"CO39"	36.485280522507	69.1074066354263	49.7299298661995	46.7250535746259	42.7251173815219	35.8079794864291	36.0162375847651	43.4104519545379	41.2433480449389	38.9383709494347	43.4966074680919	49.5449712227226	39.9840753121099	53.0720814647502	40.1766840052784	57.9333529642542	38.5096692761735	46.0957892784331	46.3433468525455	34.8052493179443	55.9887789401736	41.0946542869725	60.9685993694732	60.8050083302064	46.820532327736	35.1350109258811	41.5872989828745	40.7633059013774	38.1022292732641	42.2247572850488	39.7820258128711	56.0997466147928	46.1221698127174	50.921512898715	60.9614417447239	56.6211522211139	57.0044039798987	34.7288509935597	0	43.7855777384073	51.9515865664117	38.0318262403734	44.9063764889976	48.1867201070811	45.4215467386439	45.1114537573142	54.9018188362004	44.5429535601185	40.0171924250799	47.6228720743342	47.3408377395513	48.5658584050855	38.3856323106421	44.2708139160091	39.962030575861	53.9323263772202	39.2407680306069	44.8893753539884	43.2603569846426	39.3692352921629	44.3518995721787	51.3638621006312	55.6394528266992	51.017989121822	51.6371169487327	63.2703520985274	61.7146606570494	39.9360823548012	45.9264065639679	47.5143549311095	53.0060009003983	50.5001578057066	40.093886204754	42.4916596470727	57.5231255360738	59.0493473197308	52.2525855385994	46.6249236508084	47.8491167488513	55.2384155956862	49.443961145877	45.1182848524883	39.984791661473	39.7301960915908	36.2554056318615	39.1971842928379	39.9592318803283	45.4259311569377	43.9903614186686	50.5050995973969	49.7859878672439	40.9833512519334	54.4526093283842	43.0651642879389	43.4795685518773	65.1228488758921	43.5449306860053	43.8761134825915	44.3105063938246	44.1050036225076	50.0883962173014	41.4241931984193	36.2463837495033	44.6685380501854	40.1144716312021	50.8998528280735	52.7638474981898	53.2212091781388	47.9946155770534	49.1810070988314	55.7089620948836	56.9479159441046	45.9040109194985	43.9274943604871	38.4268821042168	61.4171026551714	47.4285172384396	46.7598270246248	47.0292399612526	43.86270515704	41.7987305532322	38.7674395400173	39.4748054771749	39.9429631167168	38.6889316948097	38.4783694938278	43.359981312551	44.5876302072662	68.7659902477991	39.2295171374756	58.7291120336204	45.2181936696	49.1857029213731	39.8885367173169	39.7538538522707	41.6997504066939	43.856434042016	36.5944534912727	38.3757641438405	47.5044899613199	48.5179990387616	51.1113743815036	50.1253305067229	46.9182138666763	47.8465821747627	39.8691358890834	49.5945517101242	48.7173008834923	45.5661687817973	53.6236854641239	61.864218460893	59.4295581414989	58.7586520440542	53.454952173771	40.3454425711795	57.0802293045767	46.6195688080391	50.7425796632721	49.207923431625	50.0943042089081	41.1114866196491	45.7352720731024
