"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"	"X47"	"X48"	"X49"	"X50"	"X51"	"X52"	"X53"	"X54"	"X55"	"X56"	"X57"	"X58"	"X59"	"X60"	"X61"	"X62"	"X63"	"X64"	"X65"	"X66"	"X67"	"X68"	"X69"	"X70"	"X71"	"X72"	"X73"	"X74"	"X75"	"X76"	"X77"	"X78"	"X79"	"X80"	"X81"	"X82"	"X83"	"X84"	"X85"	"X86"	"X87"	"X88"	"X89"	"X90"	"X91"	"X92"	"X93"	"X94"	"X95"	"X96"	"X97"	"X98"	"X99"	"X100"	"X101"	"X102"	"X103"	"X104"	"X105"	"X106"	"X107"	"X108"	"X109"	"X110"	"X111"	"X112"	"X113"	"X114"	"X115"	"X116"	"X117"	"X118"	"X119"	"X120"	"X121"	"X122"	"X123"	"X124"	"X125"	"X126"	"X127"	"X128"	"X129"	"X130"	"X131"	"X132"	"X133"	"X134"	"X135"	"X136"	"X137"	"X138"	"X139"	"X140"	"X141"	"X142"	"X143"	"X144"	"X145"	"X146"	"X147"	"X148"	"X149"	"X150"	"X151"
"CO01"	16.6552760161706	6.77202256358613	-3.3977310241879	9.58323875586399	-10.6345005278352	7.57201366320762	-2.15747052198596	1.63559202522032	-3.23559385702679	-4.35596770963468	-1.44594772194469	1.31404104920604	7.57103406472073	-8.76084441955341	-0.655153427458742	-7.06390721834371	-4.23905204041044	2.75158643628596	-1.33991640570882	-0.845650586430492	7.77911835788431	-1.83896941016053	-4.54152457186874	-1.82400581885761	2.81675261950334	-8.08641698984162	4.74211232126256	2.31753020048944	-1.17359722603894	-5.68692587033634	-1.24145175889579	-4.55386545778435	-4.32591935656947	1.43716110368823	-0.0185954401538999	2.46530712932963	-0.0124206341246146	-0.433510079056549	3.4654368746486	-0.181849934656273	0.0939234054421104	-1.02583170669524	-1.68071463821017	1.76481612115702	4.07126460029525	0.0629813218210488	-3.44362903965289	-0.861226952531497	-1.29965082894872	2.44764617712133	1.09789096805294	1.98123851379847	-5.0271171810904	-0.655899765164085	-0.219129390908623	1.75424846934831	-0.733778406791555	1.68947103226047	-0.829283565366212	0.414503796479123	1.40992585058071	-3.31771232840191	3.39147176974009	-0.6674400264756	-3.43326899395028	1.59882428368563	-0.193532596778275	-1.17649612793808	-1.6158332275439	-0.820134677562244	0.877715456902659	2.41344802520416	-1.29554418167195	0.115656109167668	0.982712822696745	1.31582571645971	0.593109242401736	-0.45277021073394	0.707836832997477	-0.404912827980614	2.91681596994766	0.124849542819361	-1.05710865079121	-2.4874521570238	0.035486192715022	0.216529065930682	1.47624665593219	1.78996578259252	1.08500503573982	-0.0710097610097669	-0.946926867376845	-1.37459053536325	2.71354146485026	1.31522837978895	2.20964969762308	0.0631267350083635	0.00558514358627115	-1.33746005508369	-2.05821284997288	0.635490459429272	-0.658014159992815	0.650959789491875	0.0463989707038116	-1.7767719370288	-0.42880992052001	-0.10220856562356	-0.980454294183296	0.676289443542175	0.752264515754674	1.45297371731779	-1.57050205108931	0.291100854275926	1.19580483740405	-0.111009063937384	0.216269415332163	-0.107646558393818	0.112021170252846	0.411196388750631	0.730709745990318	-0.384044575484398	0.338761029475132	-0.795968921949	-0.0487434089022783	1.24158315506945	0.681312847963971	0.569802895537164	-0.316104713022051	-0.367819991692696	-0.186146427523677	0.184002800522578	-0.240567099196837	0.88855146114926	-0.183000817344678	0.222402483274587	0.380353956897222	0.588721599101507	-0.0776430151942378	0.625747467347164	-0.301616904731081	-0.326923404987508	0.362944272006192	-0.242660328526491	-0.317703016837803	0.0505516137811185	0.205285669103676	0.24797789659941	-0.0330026913769597	-0.326085692546529	-0.0362825503980769	0.221891440064296	0.0718385320152759
"CO02"	-5.16117879359277	4.67454237382868	-2.78071676657738	-12.1233549537134	-8.2180595040664	-1.06595746659683	-1.27896657146793	1.46288061414353	-8.36319057675404	3.81266052531332	4.24784402752687	-0.950261303965331	3.89874115737045	5.92444162312672	-0.990642974450953	-0.683722306455743	1.52577282881267	-6.78290236894584	4.15826922166304	9.24539191070345	2.44618428554988	-0.69451019233925	-0.478247295313156	-0.883319031339561	-0.0292366309500405	0.699987768606954	1.06347940842511	-1.08437876646178	3.30941123626116	0.62546612388562	2.01840992137775	2.13078190315768	3.12200174951417	-3.23375554961078	-3.51349519249995	-0.146962578300015	2.48771356677421	1.40608490144493	-2.28955516387346	1.4025764043081	-2.79744401830835	1.26996392959805	-0.563755284698385	-1.24967616210905	2.17108872248755	1.6737988551017	0.968138329361717	-0.135698437360373	-3.58647855080945	0.777099380796534	1.35750350818489	-0.919421751298006	1.35983012523003	-2.64594359071489	1.70668170096799	1.03660164978288	1.67207759783336	0.676402257619552	0.490712986153952	-2.06948328197648	-1.95183205822531	1.70700014512218	0.0676542613783343	-0.697607806614962	-1.04463857435875	1.48396966235313	0.664335439037477	1.48637256852351	1.01829933781246	1.88852119445229	0.260544028202633	3.04140885833058	0.0436996412176617	0.0414779767741302	3.92405380749967	-1.70649371231088	-1.11386969428369	0.899036053952089	-0.0514498303504401	-1.26954200820571	-0.613625069784074	2.64748719034514	0.175285281085906	0.694924672882587	-2.32930020087007	1.10775170951459	0.706605718004259	-1.70856008389202	1.62233740254092	3.56094189336295	1.02598288135948	1.19823753399596	0.765852157679668	0.207243162285377	1.58241233168594	-0.346099668491153	0.932514177071243	0.914945127776786	-1.89322010614211	-1.47200353514309	0.275206263936585	-1.97895649314008	0.0893238062319492	-0.922957263334523	0.758886528735791	-0.945432309453122	-2.07653240444948	-1.83395399031849	-1.3286582772574	1.6888604932456	-0.23589154350226	0.074649633302531	-1.20052988329152	-0.557755104842559	0.316444711941338	0.00590782383883638	-0.194043039357876	1.58113019756595	-0.355262344636138	0.173353102232121	-0.347095943398164	-0.797089096435322	0.670778088263117	-0.276792690994648	0.230500586614264	-0.317447406188877	0.072727618772009	0.270992355898141	0.303611466627654	0.610373632944639	-0.0617318433384294	0.135959944981722	-0.931672712015154	0.510699983333915	0.761584250079197	0.280813413571564	-0.941261659362333	-0.0155381565952962	-0.582320537450629	0.117793142605293	-0.653810506460002	0.756796664272881	-0.36993193950644	-0.367821635235945	-0.289127814454555	-0.148274684049806	-0.850223380331848	0.153146672050238	-0.430936733483828	-0.0232638911211022	-0.0408981465873919
"CO03"	-11.5067833575058	-7.87302447095126	-10.4261285057278	1.54127514622932	-5.79172513584864	3.35540520992586	-5.10966342706756	4.28033610895902	-0.254767820315398	-1.58564869604715	-1.57377574329886	0.866084901671591	1.8723525032091	1.38717840046043	-6.74122432946822	3.93499039162936	-1.23718585142268	-2.64497435250576	-4.34918111355533	-2.22318299295357	-5.55308566768232	0.514585331871166	5.48411838018998	-6.73320169308994	2.1194123269654	-2.52762612503753	1.15982180222315	-0.902410883048662	1.0230345147723	4.83743355788372	-1.37269591273275	0.843623142595157	2.50262368548985	-0.589589396341143	3.68596658438911	1.40141466295775	2.77032066500648	-1.18015938919419	4.85690038078391	-1.40871378837081	3.6766838797735	-1.22994187463184	-0.564438259704649	-1.04111781173298	-1.08784461182434	4.21613812179761	-0.970115444334312	-1.79403794236852	-0.251934353496769	-0.0603461447935369	1.63466786035733	-0.728472794943551	2.80024984497252	-1.42076187788884	1.44842143568628	0.173064007358871	-0.393383175435425	1.00992285168863	1.53044940911271	-1.32539665768046	0.59034406120033	1.2511321826076	-1.84065869762849	1.2183491148374	-1.50921617699318	3.76984734754212	0.807693128562253	-1.47819404964857	-1.9806708382518	0.100480239366246	0.732543302394512	2.23138143918445	0.313091312764999	1.23781759982744	0.782587810016178	-2.07409054847815	-1.10874424108132	2.40164752559068	0.409700337694368	-1.75587273380105	0.134563923799072	-0.478507185332086	1.68025367057467	-0.842664488355467	-1.82681298741964	-0.0989042281979141	3.26549027453598	1.39279932853881	-1.5668912771961	-0.788027593420543	-0.584507580243956	0.285895917295585	-0.472457332474075	0.240568081683482	0.280408191817075	-1.53948858694376	1.37072201150323	-0.69603359905442	1.70219787958705	-1.2070256428154	-0.68640106070476	0.577977907665721	-0.39954968778753	-1.31635524863397	-2.39106863388206	0.94380036235752	0.866757904663614	0.3518476346905	-0.407766984364765	0.042927449431818	0.21466407185281	-2.63704150985597	1.10287845874606	-0.655425015598086	1.49709429172054	0.0551255517064274	0.578465311310784	-0.697867561807124	-0.00611043586728384	0.910059530896273	0.24268788214015	-0.187721591057657	0.470639286197778	-1.19610476537719	-1.45941884785977	-0.501955037559115	-1.69770492032043	-0.74421373343529	0.940750322681168	-0.177210235555859	0.34088409626438	0.928425317484639	0.268914894574967	-0.120015446219292	0.142982268992662	0.436230668956497	0.090630725683198	-0.528980267513898	-0.300933904892945	0.191845946428018	-0.0874447821189379	-0.0854523317029597	0.623821415946145	0.510165090468434	0.388936838434214	-0.747765970147037	-0.0228959773957631	0.105817483079397	0.482375968931716	0.342446586672891	0.00702703245118946
"CO04"	2.0446766846545	-21.804913606076	2.64519232182233	1.01631234486778	-4.09425667436341	-1.46641435608164	-3.95372159409955	-3.36495751862041	-0.28171096064884	3.06178290091754	-2.92782529355107	-1.51776548631678	-6.09214129946195	-1.68979360274735	-0.856831916540746	-1.1976221914816	5.74580713530285	2.26578524206552	-2.00859282782221	4.52027078242392	1.03046553229376	1.26516897642693	-1.13326702892407	3.73944428557093	2.65351232599335	-0.298375487498007	-3.85489110185308	-4.28569050307895	1.48333182314703	0.831023637105471	-2.99170544192608	-2.11708837050684	-0.190590476488982	1.32057975319582	0.379776287659606	-3.6709085136232	3.16762612335974	0.840242480058809	-0.845179967109618	1.836061557353	-4.03545034497673	1.49471941209461	-1.27515754579501	-0.261056177428059	0.306064006095767	1.69495620195867	3.17167128195879	-2.86481643561867	2.81053832870886	3.83647253407534	-2.44974807609724	7.2989148770373	-4.15118668011593	-2.27539925100196	1.82502034621682	-4.71333822618143	0.05540050295189	-0.336884031128025	-0.678445152106925	0.238979042754062	-1.43924727321904	-1.25590573154214	-0.734186500874292	2.48735134973514	0.610988013150241	-1.30709952318783	-1.06865003225205	-1.42396230437988	2.68496028778655	-1.6907292446649	-2.35224359246103	-0.588884626959517	2.14107995865138	-0.103165923169032	-2.49410578596629	0.930795989777685	-1.53365419987482	-0.6434789067139	1.62899173911742	0.604463606991704	0.328391937535474	0.673780551386785	0.364675168742019	-2.7210999395389	-1.05876083322766	1.27430763896143	-2.03368295118962	-0.379448121143403	-0.568974970671092	0.117804808546908	-2.4006158445441	-0.441804421437703	0.259105750375595	-0.589401191414804	-0.0801338947445045	0.637673496579818	2.73341928470126	0.766512581636919	2.66004394399918	1.48510691965195	1.19135429162796	-0.0935054549806563	1.02660646563876	-1.44064577066636	-1.84735904728428	-0.424379959239437	-0.250015844076653	-0.446994229020054	0.826182136240125	0.614005779326732	0.244264258742048	0.798314834789042	0.260614498922297	-0.625448408714246	-0.58533799507021	-0.391330985434341	-0.929280415053176	-0.863750385011547	1.08504709517123	1.15708259774616	0.0681800504554183	-0.854436967452903	0.706863647192073	0.819173241913736	-0.237393836372008	-0.0765484812446976	-0.826192748395532	-0.098414567140005	0.112972784147111	-0.492416594099026	0.876514368523996	0.367937935430352	-0.716595640833159	0.112169351185098	-0.25833680866261	0.0784009707610936	-0.857519596203913	-0.270037815309907	0.314497451368793	0.196947994514144	-0.264254807681298	0.611546172763706	0.497927459752907	-0.452849559256136	-0.294907480567171	-0.378566341294701	-0.62831161776247	-0.161632500332415	-0.055778091964584	-0.0174969358987354	0.145756427506407
"CO05"	8.00921659126123	-21.6241859107735	-1.19422557314908	1.90599269590564	6.34206448822743	2.2213212596304	-1.17969036079225	-2.86286628342717	0.302435828004374	1.18952589519558	-1.7778149004393	-2.84267901224252	3.65509904322655	0.937511424780823	1.78433813129833	3.92599858688384	2.01890049181158	2.57302547456035	-3.50293958549389	2.48807815780522	-4.24422763296241	2.2827786550471	0.57694758751914	0.498926241898923	4.22851689091643	-4.09391993172458	6.34047515215608	3.59986388130864	-5.60840058156443	-1.31698189101601	2.20623022078597	-2.70826871943613	1.95265863707592	2.58744298641918	-3.02674538761226	-2.41470781331263	0.528694500242268	1.41535455540424	6.27031711379408	2.94562974097459	-2.8338153518195	2.59995647961079	3.17098926035255	0.0241830243845303	2.99156817369731	-3.6914528917364	-1.62351448799382	1.57320497664779	1.10670589875409	-1.00696890945122	0.49950482505252	0.458447664520469	4.45598287821316	0.578354310760634	-3.76368647132537	-1.08438227219325	1.99748510118355	1.27625722052532	-3.75494141369378	2.0154295452894	-0.806153637895306	-2.75583210121051	3.4953051770505	0.738826832407942	0.80132099821844	2.77440059490959	-2.32966427644123	-0.230666100193793	0.244414493447195	-3.86630969270852	-1.64724107476091	-1.33963326731494	-0.934178216818723	1.61602421097486	-2.84623599070313	-1.53918936247665	-0.0488620272985108	-0.431684779670382	-0.644163398242046	-0.833208977756225	-2.24064056817081	0.25631806437275	-1.62003784674724	2.20535394123904	0.412177363340402	-0.638185510397176	0.232017654559436	0.6485896034044	-1.65931057666746	0.147558656838876	1.08550628423048	1.25917205339941	-0.885779018038016	0.748984410751935	2.98944933171847	-0.908734507022961	-0.379728510132614	0.855852365074465	-1.41889490824958	-0.338086994991117	1.29303644153773	0.846525971331698	0.635960497662001	-0.0122143226941607	0.210356250935187	-0.133855813308868	-0.161467252141296	0.511548678302672	0.360275474229136	1.63237267034192	-0.558277511791716	-0.338495184914777	-0.479147032058443	1.47863577550411	-0.213850598536626	-0.224470324055719	-1.42189969537271	0.0574345348886981	-1.0210288564877	0.416142756645268	-0.285948787511001	0.290572680485269	-0.0320109874367248	-1.22032146278171	-0.513856352177366	0.183394946938515	0.173822597188172	-1.01041753151529	-0.0452656207313744	-0.282105117384975	0.325119670627416	0.274650604988832	0.169842536858335	-0.821778802012473	-0.328419684885867	-0.099174015210939	-0.0538853080876476	-0.0980655884629485	0.131008184244622	0.623931953986566	-1.23096962165409	0.177434874488078	0.307476284274092	0.510646401524347	-0.489527031278351	0.263335722411536	-0.70592218186789	0.0344470461897048	-0.255862688535665	-0.0477864086125631	-0.148526777361024
"CO06"	18.7146259979628	5.36911798266641	-5.4281128127066	5.23192716765668	-0.632760909687215	6.56492027198741	0.31821228052086	-5.96064120588555	5.8460718928248	6.79091292378194	-1.97284987086133	6.25326767111985	0.264054581508422	3.02529665147223	1.53733836392197	-0.77479262104568	-3.22346008089552	-5.19829494230682	-5.21180201398404	0.15198384104605	-6.61088824987602	-3.91565778115092	3.3790176997684	4.50475502447582	-3.67492531988564	-0.653343036424406	0.83272834002817	-2.22399751467854	-4.05846515260272	-0.743552642397926	-0.928826437865023	3.48390196921152	-1.2712304292142	-4.94621437910065	-0.196393746359655	1.04686934522191	1.00914582572342	0.399737942916762	1.67228571604626	-1.01345173501985	0.219328438187585	1.75669653580012	1.44619688735253	1.43984934419482	0.755175889721653	0.857188148412873	-0.62731941749382	2.70551343633208	-0.214486568162249	1.335706495836	-0.0432884508539714	-2.7803804455626	-1.29079149460505	-3.35204328023172	-3.84752147277773	0.693876530547351	-0.797409425900536	0.162802991024847	1.04921841734143	0.257618370180311	0.645371310975986	-4.12597564938733	-0.480061902598379	-2.73449998943052	0.241811206973212	0.387348137669356	0.298860855968423	-1.12906046477391	0.209939770876152	-0.202403345807897	-0.941884164428866	2.05027375949503	0.969126767354835	-1.05493890865304	1.90670207757507	0.147322225451703	0.859985099076236	-1.30759722371906	0.308411503373512	1.61123399165669	-0.798893797721268	-0.387813007454294	-1.51217644072505	-1.87505352083676	-0.527690328525943	0.208830087480523	0.559732849640985	-0.20164094194374	2.25720648176358	-1.76812340845579	0.0684615160123578	-0.144047685070347	-2.59785988587309	1.33911315737462	-2.51397954293511	-0.323116692593335	0.563291791762418	1.03507821527335	1.47543523724022	-1.51850842913404	-0.398837496340969	1.68150470975458	-0.77343217601106	0.359612715631327	-0.768255187785932	1.02507736136287	1.49626091141961	-1.54600634837389	0.182091374850353	0.91692157746067	-1.05724727069176	1.26817970460973	-0.628574387544062	-0.0962187999664267	0.174951446995424	-0.793772306496611	-1.5396255582098	0.988719056820098	1.21664581528544	-2.24789221337968	-0.0323349416522305	0.867520869369064	0.0109625043804474	0.463303850838844	0.364392346091038	-1.78825224284475	0.812934726108202	0.078928426409493	-0.772514966010079	0.283854758404395	0.908403186295172	0.390501953029262	-0.581995564977656	0.0405812623594796	0.365128916336514	0.797399010340537	-0.102003720907242	-1.43857617424988	0.280353297669106	0.0648185161721213	-0.533616157963509	-0.2336887291404	0.163021858892255	-0.017770746257797	0.443828454313027	0.0409723864507601	-0.397913314578046	0.00824992190368806	0.0134721836226628	-0.0576563168165067	0.0244966834371591
"CO07"	4.84499187806418	6.95443821036116	2.65352019414437	4.91929613968461	-9.17682490208244	0.274428932443028	-4.87563358991138	6.3534789027823	-1.82251908325448	3.49646492149932	0.152117693705053	2.70187461573451	5.11221375858355	-0.730020309746339	-5.41829744028636	-1.35273919961893	0.542086176176366	-0.891400716539996	-2.83402891152031	0.0315082376802415	0.860668545614857	0.941613733986868	-9.94763161063766	0.0852068311045211	-3.36872293849789	-4.59049359238039	-0.413321610261913	-2.32978474013829	-1.03529679592024	-0.241869309199422	-3.00525627133274	1.42146909249558	0.646571983615809	2.06172637018177	3.48150569091591	0.33394396231054	-2.25059688623979	-3.16046835336812	-1.53957869708044	1.722126556768	-2.27257310503634	0.533945207038057	2.49467637089047	0.67556350818539	-1.31071244976145	-1.38514407204395	3.35407487869179	-1.26458711318933	0.603789595606802	-1.09373736125787	0.366119166127477	0.0254076756076605	-0.266363882901954	0.432658778315318	0.270128505961832	-1.47078896330879	2.7965512883952	-1.94670046234006	1.12769815559278	0.507406237111116	-1.87079121046431	-1.23585076704325	-0.93021708599538	-0.239458254910004	0.63065423067794	1.81869891553826	0.824298649887347	-0.24577421826366	2.44924090582363	1.79384704810426	3.96964578767744	1.83975234783137	-1.28647319298618	-1.13105684571735	-0.869328289432248	-1.82936801603724	1.28638770831408	0.917339897518665	-0.0935452311692743	0.17313205201836	-0.30229508549617	1.54814623302763	-0.429349619183574	-1.63713874939831	2.72420139454984	-1.80563581510847	0.796304273978907	-1.84048496904431	-0.214501203779248	1.28606596210592	-1.21053258543933	0.543033561859664	-1.28040499981043	-2.59750295001259	-1.62578837555433	2.84116331393767	-3.30207511204996	1.51718547678902	1.74243478646922	-2.56956007662984	-0.187459056928744	-1.14327759266755	1.92588220192114	1.26683919571675	1.23340171735312	-0.127640456274103	0.706396425113275	0.414677393625033	1.14102822359558	1.02391390741168	-0.255735864475246	-0.727006628670243	0.896391176744198	1.19969343002766	-0.75938825102828	-0.0485099703937182	-1.18295964583257	0.0987459994791625	0.0220923291911751	0.287142880098211	0.481972010361847	-2.27195123037236	-0.14706377585439	-0.362976969232971	-1.4645535126641	-0.0698971994925796	0.427392159959985	-0.289216358633053	-0.194123185241381	-0.580493826498526	-0.146002867596985	1.19138724126672	0.603467959582043	0.196453977526348	0.33906505980315	0.178855760959163	0.376193111093601	0.227925271176456	-0.0211932666142359	0.285359569731538	0.158765193474407	-0.23311873824827	-0.172588639856067	0.537944465300711	0.0775963851237732	0.110438348459378	-0.0809370807637253	-0.0819881663022805	-0.0264567680467973	-0.205949745197392	0.145917299041129
"CO08"	-1.90722776205976	-6.97407385040835	-7.7063844177338	-0.943839659005907	-5.86628024268382	8.12308259429705	-2.04614915724051	2.65190994722972	5.71183027507575	-0.0751178239383328	-4.62332859114646	3.07712466349662	-7.78421776628872	-4.54306205381387	3.48564145991795	0.883055936112122	-4.48919290400954	-0.937496174679883	4.15877651163495	3.42629832594243	0.756274097789155	3.12594379187668	-0.324352178751345	4.91659875602021	-1.06863182780327	1.86881813712217	-2.57764160008679	1.29692302448624	1.17634178332207	-2.0602998134503	2.37190613971447	0.862535454563793	0.14552266466873	-0.844049723488929	3.54995568052423	-1.45710334807366	3.44610264307137	0.343642989435692	-0.61585058343393	1.05696161571028	0.335454124293515	-2.07236609896689	0.00966834678785286	-0.433685297802228	-2.81677724073655	-1.45315796834663	-0.243993327376007	-0.543953851724281	-0.212973844503602	0.778204048755364	2.61804365811068	-2.52526431408641	0.255786335382486	-0.701085794948255	-0.0815322206122641	3.10331891155692	1.44665908563201	-2.62026262378383	-1.22339468350134	1.63482717180093	1.39689617188719	1.23294311143802	2.67917324327154	-0.353018371465146	3.45971758070551	-3.41577714451972	-2.39635131260544	0.411842453741966	0.264173780765146	1.46403326576389	-2.60245364191099	-1.16403184242449	-3.05916154196787	-0.712327328064532	-1.54733942477249	0.0858710644787008	1.34087502281901	-0.0436166498529519	-1.32930232673967	-1.47909991921357	-0.382344520845311	-0.647331055929442	-1.16442270821843	2.06556782048629	-2.59513173937368	-1.38343431060667	0.040449812012541	1.42612966002279	-1.57515570465337	2.93740153039922	-1.63152602870681	0.614980209497236	0.603202701338803	-1.13656318572529	-1.52328296424493	-0.433104447441355	-0.989952216284982	0.791348865280938	0.217134260311628	-0.654577967988745	-1.43104024445832	-0.0226260932556051	-0.274464426561566	-1.13458599484615	-0.0138172485381628	-0.359060451224812	0.404841819134597	-0.0116744824675485	0.304930187957722	-0.301462515926075	0.151807903325741	0.606728463342174	1.36307088383927	-0.34504915158596	0.853230290793455	0.478026903565766	-0.491064797907395	1.24619428996781	-1.91617361518797	0.623332184291637	0.354677386236854	-0.164574275762784	0.223204359317165	1.05267525596074	-1.03551505201437	0.692505988848921	-0.482996166650767	-1.02773640923543	-0.0165738804071264	0.650482868549612	0.785002320259201	0.123983283418535	-0.792506983825438	-0.441859383324125	-0.115864012373444	1.79821982777994	-0.418602422607646	-0.424169078872071	0.394839555019485	-1.38908724794072	-0.110312495658432	0.00994236011716021	-0.198829991514937	0.0655268073012755	0.421521143814997	-0.0969872876521096	0.246163373973345	-0.956050428421239	0.00122535927695933	0.0436864876502934	-0.378014601350725
"CO09"	-9.65818178355796	7.29293543583144	-0.988222808107832	5.91932011498315	-7.85068580083466	-4.89799559511276	8.16778742077605	13.9773856611423	-3.84278528112379	2.28556501907655	6.26897347231011	-0.376450458060454	-2.28977828024889	-4.01781885820826	-1.62649961226916	3.94733781002981	-1.31761329943616	-3.26425491346079	-6.01599849569388	2.44985495305314	0.633697117798901	-1.40125887132243	1.78666770775912	3.00167254670995	-2.11444537012273	-0.517244640650025	2.89528834323771	0.993074472943924	-1.608686727241	1.07678999094014	2.55859570819218	3.0275427798048	-3.73818762849426	-2.27046455150428	-1.93086072637333	-1.03831603795212	2.44587749352699	-2.17575405763298	0.435583793090577	0.884458696666922	2.38885503118457	0.725306611154396	0.711466442953909	-2.62410698470284	-3.95921295213843	-2.64290328384374	0.890926905809397	-1.38824640406556	1.94316789854464	2.74026501123689	-3.76618288732859	-0.826821322577105	-2.19196614126244	-2.41921366036848	1.26446358023128	0.085925726424046	-3.20169104077049	-2.65824542111512	-0.478536156333595	-1.58131936762862	-2.54477425156875	-1.63432240550295	1.88731724945072	-3.49957971319841	-2.54919851278203	0.561339522705036	-0.50839543131203	-0.631323286034835	1.94141086563033	-1.61949171303326	0.877470494800038	0.196351804819541	-1.92332626817275	3.54271707566	2.09844466054202	-1.09833481269709	-1.15095005243228	1.56814039648709	-0.416914603202837	-0.476264039769998	-2.15884495131683	-0.682040562883121	-0.511760842787416	2.87523945510702	-1.10848211649453	-1.92324271934863	0.877785572688477	-0.284656759385263	0.181244841320596	0.320265609524969	-2.09208204913291	-0.247334326699833	1.94624026003173	0.336306790493312	-0.766930873335028	-1.07560836725225	-0.302636515294765	0.222086773057654	-0.9842602407973	0.400232911726395	2.04542437840428	0.813635625740337	-1.18910482559129	0.804829213411042	-2.90189684074288	-2.03650714746993	1.57465923303214	0.373495519463202	0.526798496369932	0.0214327075358443	0.0716702378890794	0.442388239380424	-0.200210087186026	0.0928690197797616	-0.315281663737649	0.0657212759173332	0.256082696261473	-0.581442905480173	-0.874250971044885	0.49013046729175	-0.164775883616318	-0.531537125969758	-0.198169076084261	1.31188439113968	-0.406267726901857	0.481072720645473	1.33281144145859	0.415500209958914	-0.221696391807497	-0.20361147029815	-0.329258665531278	-0.23598334843689	-0.118686696238008	-0.100114793589841	0.184416355100645	-0.456382023001716	0.614643607896966	0.24333239251574	0.46997457976229	-0.184555426128474	0.203007554511978	-0.419192811259692	0.508998612534909	-0.371657242323913	-0.664886205474357	-0.360060588229347	0.0209017304757151	0.861320154313881	0.195515973156013	-0.358021235242246	0.39101018235462
"CO10"	0.193518981125613	8.39091691494355	1.83087635202974	18.5662243906315	-11.9181686905419	-8.86830283547647	-0.486646709558813	5.63573580009206	-4.52417342752091	1.14380691010196	3.47274515727182	-4.23856089879012	-0.497860266613333	4.02358464294083	1.41937849666147	-2.23391967102438	6.86241965551583	1.89427230290902	-5.94458272160111	-2.88341880294983	-0.188211754679621	0.926140792033899	2.93235704018298	6.30029977380098	3.98383665791373	-1.92148038674436	-1.09738766921165	3.71875885586257	2.86901117550068	1.34334975481636	-1.14617505260377	3.88176691515814	2.14639987991458	1.62744336372821	-1.15327736654036	-0.184314889913973	-2.4557685444754	-1.36062797767512	-1.57425958767938	2.57007766662893	0.116161410973286	-3.11057751881321	-4.95960879473087	-1.26027236665075	-2.73119449334572	0.200201316566762	2.58176007594571	-1.41727409136179	0.723315954382032	1.49907328817167	-2.55391494344371	-1.14575290238723	1.60196059600886	1.1803427510072	-2.60737273567179	-0.189095663828333	1.20302919123548	-0.689256025256611	-2.06982419342565	-1.18903905669163	-0.947422355230305	1.81454301930467	-1.16088066529919	-1.70993140665	0.102521824918539	-1.06052502128238	-1.80519393229641	-1.16753364202585	-4.29291732085624	-1.91067253417398	-0.281258523821312	0.997462486980702	2.35106878172312	1.27070752549052	-0.202896177603378	2.64353063754492	-1.05164930435347	1.13393201564506	-2.76766700240462	-0.324312360238332	-0.606020075606753	-0.0137112807324776	0.498227446829214	0.012735683882619	-0.200912074123732	0.325624693509063	-1.11867641696197	-1.34651711083362	-0.351846346543049	-1.27140874154757	-2.26290154701891	-0.597967155005719	1.31923678489806	-0.970800957778689	0.255675673101	-1.38383668792356	-2.04339188609789	-0.650944953251498	-0.409579282940944	0.164238684246938	-1.22802746441572	-0.232549720957299	1.15887533904894	-0.652115953921443	-0.825543450354228	0.90697270842638	-1.93177318712336	-0.151604781463884	0.307448827101168	-0.324426991836642	0.25107343557055	0.419672935798412	-0.495095421063029	-0.225187724560888	-1.32164067533731	-0.807893243745538	0.0928018067916758	-0.382965678176534	-0.155659051521523	-1.47477774386887	0.407206985945405	0.654007197735938	0.146700730463554	-1.10875216375383	-0.592449055420898	-1.34364239961665	0.129769682322338	-1.00995973990707	-0.0841212390124046	0.54415219142344	-1.35765698754255	-0.226035483113201	-1.04618285928268	0.521963171164062	0.375865689008846	0.162265849983012	0.00489955488950057	0.0438499212153512	0.25458099181202	0.338322027039613	-0.408515999528921	-0.741690491630068	-0.591405779946177	0.570089555450152	0.617020902204971	0.202008827729689	-0.373523066677168	-0.702921434146824	-0.402799465833252	0.293552791672559	-0.368012727890018
