Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_99137	29.39508548	24.12142188	6.431544444	1	#B0E0E6
gene_id_99134	29.87632419	24.22245156	5.944530556	1	#B0E0E6
gene_id_99138	32.32899677	25.34321875	5.628744444	1	#B0E0E6
gene_id_96071	20.60159516	16.66971719	4.649119444	1	#B0E0E6
gene_id_69948	9.253877419	10.0844375	5.057263889	1	#B0E0E6
gene_id_69947	26.36236129	25.913125	11.98054444	1	#B0E0E6
gene_id_46100	20.45038548	12.98172969	9.466427778	1	#B0E0E6
gene_id_55423	8.769370968	5.898790625	4.168222222	1	#B0E0E6
gene_id_55422	10.61406452	8.178646875	5.50705	1	#B0E0E6
gene_id_55428	8.427141935	5.989251563	2.76295	1	#B0E0E6
gene_id_57483	9.345548387	8.628689063	4.323619444	1	#B0E0E6
gene_id_57482	9.134064516	8.360185938	4.5571	1	#B0E0E6
gene_id_102601	5.141648387	8.940492188	19.78498611	1	#B0E0E6
gene_id_57488	8.469206452	8.672301563	4.720525	1	#B0E0E6
gene_id_58345	9.532290323	8.740720313	4.550708333	1	#B0E0E6
gene_id_90714	6.459883871	7.063296875	15.00777778	1	#B0E0E6
gene_id_56990	17.02369677	16.21964063	9.283694444	1	#B0E0E6
gene_id_56991	15.47002903	13.55878281	8.103341667	1	#B0E0E6
gene_id_56999	26.25327097	22.72540625	11.63618333	1	#B0E0E6
gene_id_128787	13.76529355	12.99564063	8.305075	1	#B0E0E6
gene_id_128781	8.297306452	8.053389063	5.108469444	1	#B0E0E6
gene_id_82719	10.21467903	8.709696875	0.523247222	1	#B0E0E6
gene_id_82718	10.87493548	9.603734375	1.542130556	1	#B0E0E6
gene_id_56037	16.21074839	13.49140625	7.930388889	1	#B0E0E6
gene_id_56036	12.04865645	8.770765625	6.567861111	1	#B0E0E6
gene_id_56030	18.10014516	13.68488281	9.348241667	1	#B0E0E6
gene_id_90185	3.9484	4.996817188	12.32951667	1	#B0E0E6
gene_id_100077	3.831096774	6.532084375	14.49353056	1	#B0E0E6
gene_id_97157	9.436867742	7.978225	2.059991667	1	#B0E0E6
gene_id_97156	21.2893	17.58907656	5.112166667	1	#B0E0E6
gene_id_97153	9.948237097	8.187839063	2.299194444	1	#B0E0E6
gene_id_2887	9.597387097	6.69946875	2.403969444	1	#B0E0E6
gene_id_97150	54.56551613	44.72467188	15.253925	1	#B0E0E6
gene_id_98587	16.96798226	13.68530156	3.917666667	1	#B0E0E6
gene_id_97159	9.723517742	8.20596875	2.467611111	1	#B0E0E6
gene_id_101386	5.000245161	7.640434375	14.05261389	1	#B0E0E6
gene_id_91042	5.012919355	5.491817188	13.53286111	1	#B0E0E6
gene_id_132384	14.20834839	22.3311125	7.35565	1	#B0E0E6
gene_id_96211	12.43023871	10.4897875	3.038986111	1	#B0E0E6
gene_id_96210	13.41819194	11.30093281	3.326069444	1	#B0E0E6
gene_id_96217	24.63869194	20.25273281	5.261280556	1	#B0E0E6
gene_id_96216	32.32935323	26.43779688	7.079847222	1	#B0E0E6
gene_id_96215	30.32943387	25.49489375	7.158616667	1	#B0E0E6
gene_id_40070	17.3251871	20.6219875	2.792886111	1	#B0E0E6
gene_id_40074	8.447953226	9.870859375	1.224611111	1	#B0E0E6
gene_id_83052	14.51794194	13.57379688	4.172425	1	#B0E0E6
gene_id_61701	25.70785484	27.5140625	21.57608333	1	#B0E0E6
gene_id_89514	4.26146129	5.140601563	12.58925	1	#B0E0E6
gene_id_58483	14.92717742	13.24703125	8.523044444	1	#B0E0E6
gene_id_110314	8.130430645	7.397545313	8.492741667	1	#B0E0E6
gene_id_110312	6.541725806	6.133859375	7.194844444	1	#B0E0E6
gene_id_110313	12.15689677	13.38748438	8.259638889	1	#B0E0E6
gene_id_57380	12.24896774	11.70359375	6.966561111	1	#B0E0E6
gene_id_57381	10.14477097	9.647682813	5.590016667	1	#B0E0E6
gene_id_57387	11.26347419	10.79170469	5.568805556	1	#B0E0E6
gene_id_99149	24.55157097	20.10753125	5.496830556	1	#B0E0E6
gene_id_99142	23.37170645	19.11612031	5.289786111	1	#B0E0E6
gene_id_99143	12.33840645	10.01057031	3.044408333	1	#B0E0E6
gene_id_99140	22.4391871	18.04252656	4.898705556	1	#B0E0E6
gene_id_99141	18.67030484	15.24584219	4.283791667	1	#B0E0E6
gene_id_99146	10.22468226	8.393120313	2.089558333	1	#B0E0E6
gene_id_99145	26.73519355	22.023	6.076327778	1	#B0E0E6
gene_id_57528	8.268080645	7.644671875	4.217744444	1	#B0E0E6
gene_id_57525	12.42251613	11.70277188	6.958444444	1	#B0E0E6
gene_id_102698	1.762209677	6.724364063	13.0484	1	#B0E0E6
gene_id_79647	5.376654839	7.461296875	8.589941667	1	#B0E0E6
gene_id_79646	26.49283871	36.68082813	43.51441667	1	#B0E0E6
gene_id_79649	8.972669355	12.43239063	14.58585	1	#B0E0E6
gene_id_97848	14.73819516	12.02779688	3.363052778	1	#B0E0E6
gene_id_71410	20.32117581	16.516875	12.87415	1	#B0E0E6
gene_id_71411	32.47016129	28.4628125	21.56493889	1	#B0E0E6
gene_id_71414	10.62525806	13.45734375	8.681583333	1	#B0E0E6
gene_id_97135	14.7797129	12.0764875	3.6266	1	#B0E0E6
gene_id_97134	21.41884194	17.77293125	5.191869444	1	#B0E0E6
gene_id_97137	12.38345484	10.65390156	3.202911111	1	#B0E0E6
gene_id_97136	10.77100806	8.724573438	2.454544444	1	#B0E0E6
gene_id_97131	14.96484032	12.34353438	3.196722222	1	#B0E0E6
gene_id_97130	15.90141129	12.57605781	3.661325	1	#B0E0E6
gene_id_97133	9.418183871	7.835526563	2.189227778	1	#B0E0E6
gene_id_97139	18.56298871	15.29381563	4.2496	1	#B0E0E6
gene_id_128568	18.26314516	21.880625	20.48944444	1	#B0E0E6
gene_id_99992	4.528404839	7.630476563	15.05922222	1	#B0E0E6
gene_id_96889	5.519375806	7.554714063	8.028916667	1	#B0E0E6
gene_id_137394	5.816262903	7.86540625	9.054511111	1	#B0E0E6
gene_id_131255	7.459580645	7.581339063	9.547694444	1	#B0E0E6
gene_id_131259	5.395846774	5.947315625	8.485944444	1	#B0E0E6
gene_id_46793	8.841596774	5.870679688	5.024508333	1	#B0E0E6
gene_id_101937	7.603803226	12.52985938	26.73193333	1	#B0E0E6
gene_id_129218	10.54339677	9.904592188	6.680166667	1	#B0E0E6
gene_id_40134	7.171095161	8.3988	0.636033333	1	#B0E0E6
gene_id_36268	5.039948387	8.3508125	6.202605556	1	#B0E0E6
gene_id_98303	16.91798226	13.93125469	3.889913889	1	#B0E0E6
gene_id_98302	10.28641452	8.313821875	2.142355556	1	#B0E0E6
gene_id_98301	26.29841613	20.90460938	6.648130556	1	#B0E0E6
gene_id_98300	29.97209677	24.9180375	10.25231944	1	#B0E0E6
gene_id_98307	27.82937419	22.75794531	6.313622222	1	#B0E0E6
gene_id_98305	10.86511129	9.031717188	2.490172222	1	#B0E0E6
gene_id_98304	16.57694677	13.33528594	3.7368	1	#B0E0E6
gene_id_55821	14.6060871	14.13948438	9.377780556	1	#B0E0E6
gene_id_55824	13.02274194	10.73609375	6.077136111	1	#B0E0E6
gene_id_55827	13.52858065	8.745253125	2.734325	1	#B0E0E6
gene_id_55826	13.92582903	9.329190625	2.204088889	1	#B0E0E6
gene_id_55829	12.15890323	10.12971563	3.634366667	1	#B0E0E6
gene_id_55828	13.64604355	9.076592188	2.754947222	1	#B0E0E6
gene_id_78417	8.419080645	8.02640625	4.409027778	1	#B0E0E6
gene_id_84515	10.52248387	12.68479688	4.420422222	1	#B0E0E6
gene_id_84513	9.751203226	11.63226875	3.965438889	1	#B0E0E6
gene_id_90550	4.493177419	5.465864063	11.297	1	#B0E0E6
gene_id_36395	8.802564516	4.336720313	6.520641667	1	#B0E0E6
gene_id_129465	11.32435484	11.12477656	6.977361111	1	#B0E0E6
gene_id_96189	19.58597581	15.84429219	4.224763889	1	#B0E0E6
gene_id_96187	17.8432129	14.68077969	3.975341667	1	#B0E0E6
gene_id_96186	36.02074355	30.04357031	8.271763889	1	#B0E0E6
gene_id_96184	16.40051935	13.65506406	3.851458333	1	#B0E0E6
gene_id_96183	51.17936774	42.51199531	12.64724167	1	#B0E0E6
gene_id_96181	12.78313065	11.18449531	5.709052778	1	#B0E0E6
gene_id_96180	18.65741613	15.88597031	5.222747222	1	#B0E0E6
gene_id_103311	4.672612903	7.845309375	16.40397222	1	#B0E0E6
gene_id_69601	11.43996774	12.77171875	6.071086111	1	#B0E0E6
gene_id_58781	8.377532258	8.052198438	3.506586111	1	#B0E0E6
gene_id_96729	16.11137419	9.0548625	11.89481667	1	#B0E0E6
gene_id_98227	9.786253226	8.927609375	2.825222222	1	#B0E0E6
gene_id_96727	73.45329032	65.27701563	43.56961111	1	#B0E0E6
gene_id_57893	10.52127419	10.28105156	6.081213889	1	#B0E0E6
gene_id_96726	24.0151129	20.84640625	15.65103889	1	#B0E0E6
gene_id_91491	5.308174194	5.858301563	14.16102778	1	#B0E0E6
gene_id_43129	13.54825806	10.91098438	5.366694444	1	#B0E0E6
gene_id_43128	7.648890323	6.815015625	4.553011111	1	#B0E0E6
gene_id_49388	9.157572581	7.297109375	1.558419444	1	#B0E0E6
gene_id_57774	15.06685161	13.43818281	8.58225	1	#B0E0E6
gene_id_57778	13.21662903	12.25031406	6.830316667	1	#B0E0E6
gene_id_90036	5.11888871	6.050309375	15.04886111	1	#B0E0E6
gene_id_102665	3.829279032	6.6551125	15.29093889	1	#B0E0E6
gene_id_81743	11.48293387	10.44596719	0.698208333	1	#B0E0E6
gene_id_80297	33.32664032	22.57765625	34.48288611	1	#B0E0E6
gene_id_101112	4.315741935	6.8196625	14.36483333	1	#B0E0E6
gene_id_87748	4.766096774	5.857910938	13.57252778	1	#B0E0E6
gene_id_87745	5.621272581	7.232871875	17.49227778	1	#B0E0E6
gene_id_87740	4.36023871	5.1449625	11.9116	1	#B0E0E6
gene_id_55320	7.847270968	6.625532813	4.419044444	1	#B0E0E6
gene_id_58010	7.107648387	6.748571875	3.861930556	1	#B0E0E6
gene_id_58017	12.43872581	10.76650781	6.120555556	1	#B0E0E6
gene_id_58015	8.176	7.56321875	4.33725	1	#B0E0E6
gene_id_58014	7.259145161	7.705296875	4.205163889	1	#B0E0E6
gene_id_58019	14.8327129	14.50740625	8.7575	1	#B0E0E6
gene_id_82628	22.73277419	20.58473438	6.957813889	1	#B0E0E6
gene_id_82626	11.16096935	9.8219625	0.644752778	1	#B0E0E6
gene_id_82624	11.27732258	10.12542188	2.971347222	1	#B0E0E6
gene_id_82623	14.15141935	12.0001875	0.738080556	1	#B0E0E6
gene_id_82621	7.873322581	6.459234375	3.211097222	1	#B0E0E6
gene_id_82620	11.65368065	17.10137188	7.015516667	1	#B0E0E6
gene_id_128890	8.286112903	6.9658125	4.911405556	1	#B0E0E6
gene_id_31749	2.028970968	11.79237188	6.301027778	1	#B0E0E6
gene_id_128270	7.933822581	7.731785938	4.764530556	1	#B0E0E6
gene_id_110776	17.11037742	20.96565938	6.0429	1	#B0E0E6
gene_id_110779	13.78541613	16.66495625	4.629594444	1	#B0E0E6
gene_id_39976	9.774482258	10.73187344	0.861388889	1	#B0E0E6
gene_id_129344	8.579958065	8.444098438	5.404055556	1	#B0E0E6
gene_id_137675	7.120270968	9.758184375	12.114	1	#B0E0E6
gene_id_137676	5.708835484	7.484264063	9.509275	1	#B0E0E6
gene_id_133636	5.530698387	5.119117188	9.226663889	1	#B0E0E6
gene_id_136847	4.718764516	6.134176563	9.633688889	1	#B0E0E6
gene_id_54792	13.20482258	11.60369844	7.605391667	1	#B0E0E6
gene_id_92380	8.634629032	10.163875	20.48527778	1	#B0E0E6
gene_id_92389	5.230916129	6.392515625	15.29561111	1	#B0E0E6
gene_id_57858	8.602387097	8.376828125	4.225238889	1	#B0E0E6
gene_id_57853	15.60091935	16.07696719	9.927638889	1	#B0E0E6
gene_id_99467	31.79190645	25.91476875	7.292672222	1	#B0E0E6
gene_id_127664	8.906322581	7.699653125	5.280522222	1	#B0E0E6
gene_id_127665	11.59199677	11.31816094	7.425625	1	#B0E0E6
gene_id_97862	25.72389355	21.27750469	6.070519444	1	#B0E0E6
gene_id_97861	25.27605	20.75606094	6.211727778	1	#B0E0E6
gene_id_54822	7.8804	7.139648438	4.722580556	1	#B0E0E6
gene_id_54821	13.92764516	10.4391875	7.386711111	1	#B0E0E6
gene_id_82262	14.92096774	12.16431563	2.031619444	1	#B0E0E6
gene_id_97476	17.32148871	22.11008281	18.25425278	1	#B0E0E6
gene_id_97471	7.185070968	8.24151875	13.10051667	1	#B0E0E6
gene_id_97472	8.204959677	9.714828125	14.74581944	1	#B0E0E6
gene_id_40869	10.97182097	12.72970313	1.12205	1	#B0E0E6
gene_id_40868	9.229864516	10.62270313	0.96865	1	#B0E0E6
gene_id_110753	11.87945161	14.33580313	0.495205556	1	#B0E0E6
gene_id_83548	8.1935	7.35871875	2.404222222	1	#B0E0E6
gene_id_83541	18.32183871	15.9534375	4.162241667	1	#B0E0E6
gene_id_83543	9.604270968	8.248015625	0.857405556	1	#B0E0E6
gene_id_83542	17.7484	15.92798438	4.462788889	1	#B0E0E6
gene_id_81944	24.78875484	21.39801563	6.368694444	1	#B0E0E6
gene_id_81941	8.901640323	7.8986875	1.818241667	1	#B0E0E6
gene_id_102119	7.956396774	12.36486094	23.83030556	1	#B0E0E6
gene_id_33823	12.27760968	12.2502625	6.24775	1	#B0E0E6
gene_id_111851	9.063604839	8.146539063	0.016602778	1	#B0E0E6
gene_id_103138	4.306625806	6.863929688	14.80997222	1	#B0E0E6
gene_id_22851	14.2751129	8.637078125	7.374894444	1	#B0E0E6
gene_id_22854	11.46424194	6.75878125	5.68285	1	#B0E0E6
gene_id_127780	13.36432258	13.3302	8.503291667	1	#B0E0E6
gene_id_98238	21.87980645	14.75789063	16.43838056	1	#B0E0E6
gene_id_98237	8.543132258	7.0294	1.824605556	1	#B0E0E6
gene_id_98235	11.7867629	10.00726563	2.807219444	1	#B0E0E6
gene_id_98234	12.10691129	9.976089063	2.702591667	1	#B0E0E6
gene_id_98233	10.5669871	8.813271875	2.292238889	1	#B0E0E6
gene_id_98231	15.99041129	13.196125	3.591883333	1	#B0E0E6
gene_id_98230	18.91288871	15.67707344	4.46255	1	#B0E0E6
gene_id_98612	20.6650629	17.301875	5.178319444	1	#B0E0E6
gene_id_136784	5.542564516	6.782282813	12.07631389	1	#B0E0E6
gene_id_98493	16.46503226	13.79609375	8.273686111	1	#B0E0E6
gene_id_89023	4.202580645	4.9780375	12.53791944	1	#B0E0E6
gene_id_96669	24.72066129	20.09253125	11.49672222	1	#B0E0E6
gene_id_96664	11.07355161	10.55039063	8.494016667	1	#B0E0E6
gene_id_89024	4.959782258	5.73815625	14.03997222	1	#B0E0E6
gene_id_98490	47.66720968	51.77278125	53.14987778	1	#B0E0E6
gene_id_98497	28.21071935	20.67795313	6.130916667	1	#B0E0E6
gene_id_98496	12.87192258	9.951109375	4.480802778	1	#B0E0E6
gene_id_98495	15.52870968	14.18640625	11.33383333	1	#B0E0E6
gene_id_91541	4.325964516	4.9975	12.88904444	1	#B0E0E6
gene_id_82962	11.20162903	9.375	3.421238889	1	#B0E0E6
gene_id_82967	10.80825	8.990328125	2.672180556	1	#B0E0E6
gene_id_82969	12.55890645	10.69410938	2.60585	1	#B0E0E6
gene_id_132389	15.2515129	24.72528125	28.25980556	1	#B0E0E6
gene_id_87875	6.116741935	7.15715625	17.93093611	1	#B0E0E6
gene_id_136843	4.791248387	5.634620313	10.15413056	1	#B0E0E6
gene_id_118912	122.7996774	108.4381875	128.0944722	1	#B0E0E6
gene_id_118913	6.986532258	6.3383125	7.4225	1	#B0E0E6
gene_id_118915	27.2918871	25.14203125	27.84805556	1	#B0E0E6
gene_id_118919	24.82082258	21.08125	25.52083333	1	#B0E0E6
gene_id_98145	15.96265	13.490225	3.940733333	1	#B0E0E6
gene_id_98144	13.15444355	11.214625	3.372436111	1	#B0E0E6
gene_id_98141	13.28537742	11.03950938	2.836225	1	#B0E0E6
gene_id_98140	22.29201452	18.78748125	5.272966667	1	#B0E0E6
gene_id_98143	12.67062742	10.65591875	3.064966667	1	#B0E0E6
gene_id_82511	19.02517742	15.37151563	7.902755556	1	#B0E0E6
gene_id_82514	24.94427097	21.91134375	10.00127778	1	#B0E0E6
gene_id_82517	17.41740323	15.00045313	3.701722222	1	#B0E0E6
gene_id_68918	9.29613871	15.02853125	4.141977778	1	#B0E0E6
gene_id_127230	9.781612903	9.456509375	5.763636111	1	#B0E0E6
gene_id_127233	22.50429032	21.76945469	14.07137222	1	#B0E0E6
gene_id_127232	21.73060323	20.78773438	13.50988889	1	#B0E0E6
gene_id_98787	10.96350806	8.949420313	2.404011111	1	#B0E0E6
gene_id_98786	15.77289839	13.11435156	4.033038889	1	#B0E0E6
gene_id_98785	7.658790323	10.6163125	8.855152778	1	#B0E0E6
gene_id_56727	10.48893548	9.218939063	5.735258333	1	#B0E0E6
gene_id_82611	13.02725323	10.86200781	1.592063889	1	#B0E0E6
gene_id_129664	10.12309677	9.628171875	5.754808333	1	#B0E0E6
gene_id_102096	4.409090323	7.351492188	15.93391389	1	#B0E0E6
gene_id_118327	4.118677419	5.63573125	13.90769444	1	#B0E0E6
gene_id_77796	8.361812903	10.04305313	14.38565278	1	#B0E0E6
gene_id_77792	11.01701774	13.36155156	17.19711667	1	#B0E0E6
gene_id_100650	3.810998387	5.9853	10.63189444	1	#B0E0E6
gene_id_58518	11.49479032	11.3136875	6.367983333	1	#B0E0E6
gene_id_116497	2.506732258	4.708370313	18.22819444	1	#B0E0E6
gene_id_115867	15.50675323	14.60752031	30.10345	1	#B0E0E6
gene_id_91152	8.601983871	11.97918438	15.57191667	1	#B0E0E6
gene_id_78447	9.745151613	10.79985938	17.49141389	1	#B0E0E6
gene_id_114177	5.678432258	7.151003125	16.10944444	1	#B0E0E6
gene_id_96128	10.80039194	8.90896875	2.275475	1	#B0E0E6
gene_id_110684	8.605440323	9.749771875	0.016733333	1	#B0E0E6
gene_id_96121	12.70282419	10.09567656	2.614725	1	#B0E0E6
gene_id_96120	14.07818226	11.38467344	3.069261111	1	#B0E0E6
gene_id_96123	49.51222903	41.21102969	12.47014167	1	#B0E0E6
gene_id_99365	10.26032742	8.435448438	2.381005556	1	#B0E0E6
gene_id_96124	38.06319516	32.02677031	9.471875	1	#B0E0E6
gene_id_96127	14.23556452	11.26279688	2.987147222	1	#B0E0E6
gene_id_136361	9.328156452	12.34984375	16.63539722	1	#B0E0E6
gene_id_91848	5.617170968	6.545123438	14.40322222	1	#B0E0E6
gene_id_102092	4.475443548	7.369754688	15.832425	1	#B0E0E6
gene_id_102093	5.469809677	9.027796875	19.48719444	1	#B0E0E6
gene_id_56810	9.106422581	9.300457813	5.236647222	1	#B0E0E6
gene_id_98281	23.82106452	16.61402344	13.29779722	1	#B0E0E6
gene_id_98286	13.89678871	11.39015469	2.765797222	1	#B0E0E6
gene_id_98287	22.69216935	18.86823438	5.648197222	1	#B0E0E6
gene_id_98285	17.9462871	14.27335469	2.782211111	1	#B0E0E6
gene_id_116926	2.353645161	4.506210938	19.06	1	#B0E0E6
gene_id_136965	5.507566129	7.468571875	7.846366667	1	#B0E0E6
gene_id_17399	6.393829032	8.998098438	14.78369444	1	#B0E0E6
gene_id_82107	11.93422742	9.778092188	0.806083333	1	#B0E0E6
gene_id_57379	7.720241935	6.529609375	3.963238889	1	#B0E0E6
gene_id_57378	8.411216129	7.456679688	4.710833333	1	#B0E0E6
gene_id_129432	8.515666129	8.417029688	5.643055556	1	#B0E0E6
gene_id_103485	4.591143548	6.894729688	12.57880278	1	#B0E0E6
gene_id_98428	21.64719032	17.4915875	4.503677778	1	#B0E0E6
gene_id_58828	12.05201613	11.3741625	6.269680556	1	#B0E0E6
gene_id_58829	10.85566129	10.63642188	5.953213889	1	#B0E0E6
gene_id_58827	9.458709677	7.97725	3.772952778	1	#B0E0E6
gene_id_58822	16.9503871	16.79091719	9.8746	1	#B0E0E6
gene_id_58820	8.586983871	8.262153125	4.552652778	1	#B0E0E6
gene_id_98422	23.58967097	19.97887344	5.42325	1	#B0E0E6
gene_id_98423	8.464240323	7.214209375	1.824958333	1	#B0E0E6
gene_id_98421	14.63212097	11.31209219	3.754508333	1	#B0E0E6
gene_id_96437	14.29079032	7.659734375	8.629133333	1	#B0E0E6
gene_id_79287	6.671014516	6.933453125	8.263238889	1	#B0E0E6
gene_id_79286	21.48746774	22.12734375	22.64108333	1	#B0E0E6
gene_id_79285	7.59633871	8.224328125	9.264972222	1	#B0E0E6
gene_id_79284	11.50435323	11.5421875	12.17277778	1	#B0E0E6
gene_id_79283	33.44165806	35.3751875	32.41959722	1	#B0E0E6
gene_id_129306	7.166609677	6.931421875	4.251427778	1	#B0E0E6
gene_id_97746	27.51816129	23.93296875	13.42275	1	#B0E0E6
gene_id_98212	9.663182258	7.910625	2.050027778	1	#B0E0E6
gene_id_98217	28.9661129	21.06425	14.53143333	1	#B0E0E6
gene_id_98219	23.28931935	18.67221406	5.170402778	1	#B0E0E6
gene_id_98218	14.27810806	11.704625	3.426008333	1	#B0E0E6
gene_id_101556	4.176348387	7.149735938	15.93384444	1	#B0E0E6
gene_id_56943	10.58509677	9.607296875	4.158811111	1	#B0E0E6
gene_id_89420	4.301941935	4.812290625	11.82267222	1	#B0E0E6
gene_id_89422	5.733220968	6.513451563	15.43897222	1	#B0E0E6
gene_id_41433	13.51572419	13.99057969	0.910277778	1	#B0E0E6
gene_id_41432	7.772401613	8.801578125	0.715802778	1	#B0E0E6
gene_id_40748	11.55849032	12.96552969	1.094741667	1	#B0E0E6
gene_id_83242	7.640525806	7.66521875	2.264377778	1	#B0E0E6
gene_id_111122	8.038012903	8.473467188	0.089466667	1	#B0E0E6
gene_id_136606	6.055496774	7.638359375	11.87812778	1	#B0E0E6
gene_id_98809	19.69735645	16.18528125	4.345763889	1	#B0E0E6
gene_id_98803	14.23210484	11.71950625	3.261775	1	#B0E0E6
gene_id_83008	8.462285484	7.424484375	1.506169444	1	#B0E0E6
gene_id_82131	11.63132903	9.915485938	1.1221	1	#B0E0E6
gene_id_82130	14.89729032	12.80053125	3.158491667	1	#B0E0E6
gene_id_82137	12.16809677	10.159375	2.762638889	1	#B0E0E6
gene_id_82135	20.38000323	17.3396875	4.943863889	1	#B0E0E6
gene_id_82134	13.84325806	12.09235938	3.192111111	1	#B0E0E6
gene_id_88791	5.100027419	5.615585938	12.60155556	1	#B0E0E6
gene_id_111952	12.56284355	15.2565375	0.838458333	1	#B0E0E6
gene_id_97549	14.13035323	16.4372375	9.060702778	1	#B0E0E6
gene_id_91539	6.275820968	7.242109375	16.58761111	1	#B0E0E6
gene_id_128391	11.08833065	10.44779688	6.458958333	1	#B0E0E6
gene_id_100173	3.82186129	6.489164063	14.00955556	1	#B0E0E6
gene_id_90673	4.161937097	5.36549375	12.47080556	1	#B0E0E6
gene_id_134228	9.073129032	13.90039063	9.405972222	1	#B0E0E6
gene_id_134222	19.62137097	37.65034375	21.25428611	1	#B0E0E6
gene_id_39886	14.57037581	15.81410625	1.426241667	1	#B0E0E6
gene_id_97151	23.2009629	19.2697125	5.454797222	1	#B0E0E6
gene_id_55949	8.939706452	6.869742188	4.692119444	1	#B0E0E6
gene_id_55946	9.423222581	6.9293125	4.638666667	1	#B0E0E6
gene_id_56415	8.598870968	7.94340625	5.030241667	1	#B0E0E6
gene_id_56411	8.608209677	6.327359375	4.496969444	1	#B0E0E6
gene_id_98759	47.15505806	36.0768125	23.23771667	1	#B0E0E6
gene_id_117665	9.800872581	8.38254375	6.176483333	1	#B0E0E6
gene_id_117664	10.38329194	9.344295313	6.943602778	1	#B0E0E6
gene_id_80229	58.95471129	53.54108438	8.191802778	1	#B0E0E6
gene_id_80228	41.03560968	39.82423281	5.366597222	1	#B0E0E6
gene_id_55160	7.947658065	7.30171875	3.742783333	1	#B0E0E6
gene_id_55161	21.54120968	19.2365625	9.834580556	1	#B0E0E6
gene_id_55166	9.91973871	8.567548438	5.437527778	1	#B0E0E6
gene_id_78929	6.868343548	8.693221875	0.698138889	1	#B0E0E6
gene_id_58668	11.31959677	9.459235938	5.966580556	1	#B0E0E6
gene_id_58669	7.382354839	6.537525	3.856169444	1	#B0E0E6
gene_id_58667	11.15611935	11.38619531	6.335794444	1	#B0E0E6
gene_id_58660	9.607112903	8.53025	4.7426	1	#B0E0E6
gene_id_58662	7.713709677	7.349453125	4.148369444	1	#B0E0E6
gene_id_58663	7.51391129	7.143201563	3.451233333	1	#B0E0E6
gene_id_83148	8.535843548	7.21828125	0.682	1	#B0E0E6
gene_id_91448	9.178158065	11.24534375	29.41002778	1	#B0E0E6
gene_id_89328	4.367079032	5.607776563	14.60383333	1	#B0E0E6
gene_id_98512	7.877054839	6.929934375	7.976886111	1	#B0E0E6
gene_id_128845	14.48482581	14.37638594	9.30505	1	#B0E0E6
gene_id_128841	6.523158065	6.830784375	4.343519444	1	#B0E0E6
gene_id_23770	11.14173226	5.863296875	9.100008333	1	#B0E0E6
gene_id_57343	16.51327097	14.88957188	7.754211111	1	#B0E0E6
gene_id_96052	24.28370484	22.93081875	7.175738889	1	#B0E0E6
gene_id_137052	7.325751613	9.928573438	12.08745278	1	#B0E0E6
gene_id_98908	11.04459677	15.5121875	12.14546389	1	#B0E0E6
gene_id_97747	21.21640323	18.83390625	11.012675	1	#B0E0E6
gene_id_100637	3.232366129	5.98735	12.79946389	1	#B0E0E6
